OORDER_ID,ARRIVAL_DATE,ARRIVAL_TIME,TABLE_NUMBER,CUSTOMER_QUANTITY,BRANCH_ID
O088903,2019-02-16,19:54:14,31,6,B010
O088904,2022-01-26,15:54:49,25,3,B003
O088905,2021-10-31,10:43:48,10,1,B006
O088907,2023-01-08,09:27:15,33,8,B013
O088911,2017-11-09,19:27:33,27,9,B006
O088913,2020-11-03,11:59:19,7,1,B010
O088914,2021-03-16,09:07:00,48,10,B013
O088916,2023-11-28,18:34:54,24,1,B010
O088923,2024-10-17,19:30:52,5,4,B004
O088924,2022-08-18,16:01:59,44,7,B014
O088925,2022-09-22,11:25:16,39,6,B003
O088927,2024-04-06,16:30:11,8,3,B009
O088932,2023-06-27,07:35:40,11,5,B009
O088933,2020-09-11,18:19:31,41,7,B012
O088944,2024-11-28,22:17:20,8,1,B009
O088946,2021-08-30,09:45:58,20,2,B013
O088950,2024-08-10,13:04:14,17,5,B009
O088953,2022-05-23,18:34:48,7,2,B003
O088955,2017-04-21,16:47:20,13,1,B003
O088958,2024-04-18,07:06:21,29,6,B008
O088961,2019-10-09,15:58:50,2,1,B010
O088965,2024-01-10,15:32:01,49,7,B004
O088968,2021-02-12,12:39:20,20,2,B004
O088969,2021-01-03,08:22:30,36,8,B003
O088973,2022-02-15,18:40:03,32,8,B011
O088974,2023-02-24,17:58:33,22,2,B003
O088975,2022-12-19,10:49:59,25,3,B011
O088982,2022-11-02,16:51:55,48,7,B010
O088983,2018-08-18,13:12:17,18,3,B003
O088984,2022-07-02,15:38:07,5,1,B010
O088985,2022-11-14,12:49:26,38,9,B002
O088986,2024-06-09,15:46:38,16,3,B001
O088989,2019-04-21,09:50:59,34,9,B009
O088993,2021-12-23,12:56:26,2,2,B005
O088998,2021-09-13,19:25:58,5,2,B003
O089001,2020-03-30,12:23:34,17,5,B005
O089003,2024-11-07,09:23:22,42,10,B004
O089007,2022-02-18,13:55:50,15,4,B015
O089009,2019-01-07,21:28:50,17,3,B006
O089014,2024-06-25,09:33:21,48,6,B003
O089020,2022-07-18,14:18:40,33,10,B012
O089022,2019-07-04,20:28:40,19,5,B006
O089025,2022-03-28,19:54:42,25,3,B010
O089027,2022-08-19,11:57:47,15,4,B008
O089028,2019-02-17,11:33:50,47,10,B002
O089031,2023-10-09,15:54:05,29,10,B002
O089038,2022-11-01,15:56:43,29,8,B005
O089041,2024-08-23,15:05:34,14,3,B015
O089042,2023-02-20,08:58:25,16,4,B003
O089044,2023-01-11,16:35:09,50,8,B009
O089046,2022-11-28,15:11:21,37,9,B014
O089049,2019-01-27,10:08:13,42,8,B002
O089052,2020-06-05,14:31:26,25,3,B002
O089056,2024-09-05,20:20:37,39,7,B008
O089059,2021-07-07,10:44:42,4,3,B001
O089063,2018-10-04,21:07:02,5,5,B005
O089066,2022-10-17,12:54:10,29,7,B006
O089067,2024-11-30,12:10:25,25,4,B004
O089069,2022-11-10,16:44:55,34,10,B012
O089071,2022-07-23,08:46:51,23,3,B011
O089073,2024-05-28,19:21:46,31,6,B007
O089074,2022-09-22,19:08:25,44,9,B014
O089076,2022-05-08,09:37:22,50,10,B008
O089077,2018-07-07,16:28:28,13,4,B003
O089080,2023-01-23,15:06:48,48,9,B014
O089081,2021-01-22,20:26:29,13,5,B005
O089086,2023-07-29,10:05:38,25,1,B004
O089087,2023-05-04,14:13:52,33,9,B008
O089091,2023-08-05,11:01:18,44,6,B013
O089095,2020-06-08,17:15:07,12,4,B002
O089096,2024-11-17,11:06:19,21,4,B011
O089097,2022-01-07,14:14:25,47,9,B013
O089099,2024-03-15,18:36:09,43,9,B010
O089103,2019-07-27,08:31:44,26,7,B009
O089104,2021-09-19,07:52:30,9,4,B012
O089109,2024-07-16,09:45:21,43,7,B012
O089112,2024-06-21,11:03:03,29,10,B014
O089114,2019-07-29,11:27:45,1,1,B010
O089118,2021-10-15,15:16:01,12,2,B007
O089121,2024-12-04,15:09:16,19,1,B008
O089122,2021-05-27,14:21:18,37,8,B004
O089124,2021-04-15,13:07:36,25,3,B011
O089125,2018-03-18,07:07:35,18,4,B013
O089126,2023-04-27,19:05:21,28,9,B014
O089133,2024-05-22,18:38:33,19,5,B011
O089136,2024-11-05,12:53:55,42,7,B014
O089139,2021-12-17,13:22:30,50,9,B010
O089140,2017-01-16,18:17:11,1,2,B003
O089155,2019-01-18,08:15:46,14,4,B008
O089158,2019-12-18,14:47:27,33,7,B010
O089159,2024-06-30,21:44:33,4,1,B006
O089164,2024-02-01,20:46:33,3,4,B015
O089165,2023-07-06,17:52:29,24,3,B014
O089168,2022-12-26,14:04:20,4,5,B010
O089175,2022-11-12,20:14:00,44,8,B006
O089178,2024-02-19,19:45:49,8,5,B015
O089182,2023-12-31,13:51:35,48,7,B003
O089183,2022-12-03,22:04:37,11,1,B006
O089184,2023-07-01,09:46:15,21,2,B008
O089187,2024-07-27,08:14:41,20,5,B008
O089196,2020-12-23,21:28:14,46,9,B006
O089197,2019-04-16,21:09:18,15,5,B007
O089201,2018-06-08,19:48:54,27,10,B001
O089207,2024-09-22,18:29:11,50,7,B001
O089210,2022-01-16,15:04:50,28,9,B015
O089213,2024-08-28,09:01:50,30,6,B011
O089222,2016-06-05,11:09:38,30,10,B007
O089223,2020-09-29,09:39:50,14,3,B010
O089230,2021-12-28,09:27:19,33,10,B002
O089231,2019-11-23,18:25:08,27,7,B011
O089233,2024-11-16,08:07:09,43,6,B011
O089237,2021-02-10,17:55:03,23,5,B007
O089238,2023-04-23,13:54:06,49,10,B003
O089243,2016-12-21,08:13:57,11,5,B011
O089248,2024-10-10,21:31:50,46,8,B007
O089249,2020-03-23,11:15:10,48,7,B013
O089251,2024-03-30,15:02:55,26,8,B013
O089259,2022-11-18,18:51:13,34,7,B007
O089263,2024-11-19,19:34:14,39,8,B007
O089264,2020-04-01,18:42:08,35,10,B003
O089266,2020-05-26,17:18:16,44,10,B009
O089275,2023-02-20,14:33:52,34,8,B001
O089277,2020-08-18,18:19:36,49,8,B012
O089278,2018-10-27,10:14:00,37,7,B001
O089282,2019-11-22,16:14:55,15,3,B001
O089284,2023-08-23,19:55:00,12,1,B006
O089285,2021-10-04,07:16:20,17,3,B012
O089289,2018-04-20,11:07:43,7,1,B007
O089292,2024-08-08,18:54:35,41,8,B011
O089294,2023-06-01,15:29:53,3,3,B012
O089297,2023-07-08,08:11:10,17,2,B008
O089300,2021-12-05,15:19:47,26,7,B011
O089302,2024-04-29,10:46:17,16,3,B006
O089307,2016-12-19,12:56:58,47,6,B004
O089309,2022-11-18,15:49:58,5,3,B004
O089311,2024-11-11,16:16:02,42,10,B015
O089316,2024-03-05,17:16:21,2,2,B011
O089320,2016-11-06,21:02:57,12,1,B008
O089321,2021-01-01,16:31:25,49,6,B004
O089322,2021-12-01,09:29:18,38,10,B013
O089325,2017-01-03,15:31:29,40,7,B001
O089327,2022-05-14,19:27:54,45,6,B006
O089331,2020-05-07,19:33:05,48,7,B010
O089333,2024-11-15,19:37:27,20,3,B009
O089334,2022-05-26,13:59:38,6,2,B001
O089337,2020-11-27,17:02:46,9,2,B005
O089338,2023-11-29,17:13:59,7,3,B001
O089339,2022-09-08,09:26:14,21,3,B013
O089341,2023-12-16,15:42:44,7,4,B015
O089342,2024-12-02,17:25:18,12,5,B007
O089344,2024-07-21,17:21:15,19,2,B012
O089350,2022-04-16,15:45:05,21,2,B004
O089355,2019-05-20,15:20:57,4,3,B011
O089361,2017-09-04,15:13:44,20,3,B008
O089365,2018-03-24,13:26:45,33,6,B011
O089366,2022-07-19,13:58:48,39,7,B009
O089367,2024-04-09,13:41:42,25,3,B004
O089370,2022-09-11,12:53:03,3,4,B014
O089373,2023-10-05,15:58:47,12,1,B001
O089376,2018-03-01,08:53:25,33,7,B005
O089379,2017-09-07,18:30:58,3,2,B015
O089383,2022-03-24,16:24:17,48,10,B004
O089390,2021-07-12,17:11:45,48,6,B005
O089395,2022-12-03,12:31:15,45,9,B009
O089398,2019-08-16,11:49:52,23,1,B002
O089402,2018-09-14,12:33:27,29,8,B009
O089403,2023-01-13,08:40:14,16,4,B011
O089404,2024-09-06,19:42:29,36,6,B002
O089408,2024-09-22,06:56:50,30,9,B012
O089409,2022-06-26,10:00:32,17,5,B009
O089410,2023-11-06,13:46:09,17,4,B012
O089413,2024-12-03,13:45:20,48,7,B003
O089414,2024-11-25,10:57:59,5,1,B007
O089416,2024-02-01,07:28:25,22,1,B008
O089418,2023-02-02,14:12:56,3,2,B006
O089419,2018-06-03,15:12:24,25,1,B002
O089420,2021-02-20,13:33:14,13,3,B008
O089422,2022-08-01,13:07:57,7,1,B008
O089423,2022-09-02,07:16:00,42,6,B008
O089431,2020-01-08,10:57:29,30,7,B009
O089433,2019-08-20,18:36:58,46,9,B006
O089434,2020-09-14,13:00:38,31,8,B006
O089441,2022-08-21,18:22:28,45,6,B003
O089443,2024-10-17,11:31:38,11,4,B014
O089445,2019-06-20,19:33:54,41,6,B009
O089447,2024-08-22,17:16:07,8,1,B005
O089449,2021-06-04,06:47:33,29,8,B013
O089450,2022-11-29,13:35:49,33,10,B009
O089454,2024-10-29,20:12:17,44,8,B015
O089457,2020-04-08,20:17:37,45,9,B005
O089458,2021-04-23,13:02:32,15,2,B010
O089462,2020-11-20,13:34:34,37,7,B011
O089463,2017-04-21,11:54:19,42,6,B015
O089467,2024-11-26,12:45:26,14,3,B007
O089468,2023-03-11,10:07:53,12,5,B009
O089469,2021-05-02,14:30:02,3,1,B006
O089471,2024-10-17,14:27:54,48,7,B012
O089474,2022-07-12,09:40:02,25,5,B006
O089480,2021-12-22,08:36:14,38,9,B008
O089485,2023-12-11,14:19:13,38,10,B005
O089487,2018-04-14,17:03:42,47,7,B004
O089490,2023-12-29,10:28:40,14,1,B015
O089492,2024-04-13,12:53:42,7,2,B001
O089494,2021-07-17,18:36:04,34,6,B014
O089498,2021-03-05,16:31:59,12,2,B004
O089499,2024-09-24,16:13:18,18,3,B010
O089503,2024-01-10,13:51:57,41,6,B003
O089504,2024-09-01,12:09:56,32,10,B006
O089509,2022-11-22,18:14:18,2,1,B008
O089514,2023-06-26,14:41:11,30,10,B005
O089515,2024-06-18,20:15:15,33,7,B011
O089516,2023-06-27,16:29:06,30,6,B011
O089519,2021-09-16,13:38:49,44,9,B005
O089520,2020-05-21,12:10:04,49,6,B003
O089523,2022-03-01,20:08:11,31,6,B002
O089525,2022-08-05,14:51:06,12,5,B003
O089526,2024-11-25,17:56:41,47,8,B003
O089532,2024-10-25,09:08:30,34,10,B001
O089534,2022-11-22,14:20:11,29,10,B003
O089538,2015-08-05,13:14:13,20,1,B015
O089539,2019-05-01,13:22:34,22,1,B008
O089542,2024-03-28,10:25:34,45,6,B002
O089543,2021-04-12,21:39:53,29,8,B007
O089545,2023-11-04,13:39:27,45,10,B007
O089550,2021-09-14,16:46:50,39,8,B005
O089552,2021-06-18,17:06:39,33,7,B007
O089562,2022-09-17,12:11:24,30,8,B004
O089567,2015-09-06,12:17:03,36,8,B003
O089575,2017-06-26,20:27:30,20,1,B001
O089579,2024-06-07,19:00:48,50,6,B009
O089581,2016-08-16,16:27:21,29,7,B008
O089582,2022-10-02,15:44:05,43,7,B001
O089593,2022-12-09,10:04:20,21,5,B009
O089596,2024-03-17,16:08:05,6,4,B007
O089599,2024-11-21,13:03:05,14,5,B007
O089600,2024-02-16,19:45:50,5,5,B012
O089602,2022-04-25,16:03:39,36,9,B015
O089605,2021-03-19,09:15:23,10,2,B002
O089606,2024-07-07,18:12:09,2,1,B010
O089607,2017-01-17,10:53:36,14,4,B010
O089608,2021-10-20,18:52:55,2,5,B015
O089609,2024-11-08,18:00:27,33,6,B005
O089611,2017-10-17,18:56:59,13,5,B012
O089614,2019-08-31,16:30:12,18,3,B013
O089615,2020-04-08,18:02:32,31,7,B012
O089618,2024-04-29,09:14:05,20,1,B011
O089619,2023-12-04,13:40:45,25,1,B005
O089624,2020-09-03,08:38:42,10,1,B012
O089625,2023-10-08,19:44:50,18,1,B010
O089631,2023-04-04,17:04:15,26,10,B007
O089633,2019-10-10,11:42:46,1,4,B005
O089636,2024-03-30,18:30:36,12,3,B004
O089642,2023-08-05,13:43:36,26,7,B008
O089644,2020-06-14,17:58:59,31,7,B002
O089645,2020-12-22,13:03:11,46,9,B004
O089647,2023-04-11,17:21:55,14,2,B004
O089653,2023-09-04,20:48:40,9,1,B013
O089656,2024-09-21,17:55:29,16,4,B012
O089659,2024-01-23,08:15:37,22,4,B012
O089663,2017-05-20,14:48:47,44,6,B014
O089670,2021-01-21,17:09:09,34,10,B001
O089673,2020-12-11,10:38:26,29,7,B012
O089677,2018-12-31,13:01:02,36,9,B015
O089679,2024-02-07,12:08:02,8,1,B004
O089682,2020-04-01,10:41:12,21,1,B008
O089686,2024-05-20,14:08:21,22,1,B015
O089688,2022-03-01,12:35:01,38,7,B002
O089689,2024-11-17,08:54:57,12,4,B009
O089693,2022-08-13,16:59:37,4,4,B003
O089695,2022-07-15,14:45:47,48,6,B009
O089696,2024-04-15,11:00:10,24,5,B012
O089698,2019-07-30,19:19:42,37,10,B002
O089699,2022-12-10,11:03:58,14,2,B003
O089700,2019-09-15,19:00:04,50,7,B010
O089715,2023-02-22,11:52:57,35,10,B006
O089716,2021-07-09,11:22:40,29,10,B003
O089718,2016-06-27,07:49:59,29,9,B011
O089719,2024-01-28,19:38:15,6,3,B012
O089724,2022-08-16,09:49:32,32,7,B014
O089730,2018-11-20,06:48:23,10,1,B013
O089731,2023-02-20,08:06:25,47,10,B013
O089740,2019-11-15,16:41:25,12,5,B006
O089741,2020-05-13,12:38:14,32,6,B003
O089745,2018-11-20,14:39:43,29,7,B008
O089749,2024-09-08,07:27:39,3,1,B009
O089752,2018-11-21,12:31:13,28,10,B010
O089760,2023-10-16,18:23:51,16,5,B014
O089762,2018-07-04,15:27:10,48,10,B002
O089763,2024-04-06,12:41:31,14,2,B003
O089765,2023-05-14,15:29:40,14,4,B004
O089767,2024-06-14,11:37:04,28,6,B003
O089772,2022-08-20,18:56:35,47,6,B007
O089775,2024-03-09,11:26:31,3,1,B007
O089776,2023-07-25,17:47:18,13,3,B011
O089777,2018-06-27,10:35:18,29,9,B008
O089782,2024-04-02,16:12:39,17,1,B011
O089792,2021-12-02,20:43:44,24,3,B013
O089793,2023-09-23,21:41:30,26,6,B001
O089794,2024-10-17,13:01:49,2,1,B004
O089802,2023-11-09,06:20:10,32,6,B013
O089803,2024-01-13,06:44:31,6,5,B012
O089804,2024-10-05,12:24:53,15,2,B009
O089807,2024-11-20,11:56:17,31,7,B003
O089815,2019-03-18,18:21:04,26,10,B010
O089816,2023-04-05,08:08:18,9,1,B009
O089817,2023-08-20,20:57:12,48,6,B010
O089818,2022-07-02,17:21:34,46,7,B009
O089820,2019-10-22,14:17:46,28,7,B011
O089822,2018-07-30,19:02:43,11,5,B004
O089826,2024-03-04,20:53:02,36,6,B001
O089829,2024-03-31,14:33:34,9,2,B014
O089830,2024-10-15,10:52:19,35,10,B004
O089831,2023-09-03,15:54:09,18,1,B014
O089835,2020-09-28,12:05:15,32,9,B004
O089838,2023-10-29,15:50:50,25,4,B007
O089842,2022-10-09,13:58:30,18,2,B013
O089844,2020-01-24,15:53:48,39,8,B009
O089845,2018-04-23,21:46:06,17,4,B006
O089853,2021-12-29,16:04:29,20,1,B010
O089856,2021-09-10,17:16:20,42,10,B013
O089857,2021-06-13,17:08:51,18,4,B005
O089858,2017-10-18,19:19:48,33,8,B007
O089860,2019-10-28,19:00:32,15,2,B005
O089861,2023-09-15,16:41:58,35,7,B007
O089862,2017-06-24,13:36:17,12,5,B003
O089863,2024-03-28,14:35:05,8,1,B005
O089864,2022-12-17,11:00:17,21,2,B008
O089866,2018-07-21,11:26:10,37,9,B011
O089868,2023-09-29,12:05:24,42,9,B003
O089870,2021-02-13,21:04:07,27,6,B005
O089876,2020-06-24,10:38:10,13,5,B005
O089880,2016-04-29,18:13:12,10,4,B004
O089882,2017-05-21,07:45:19,20,2,B013
O089885,2020-07-31,19:16:01,9,1,B013
O089889,2024-09-24,20:15:28,24,3,B015
O089893,2018-08-06,19:59:23,40,6,B003
O089895,2023-06-13,18:11:58,2,1,B004
O089897,2022-10-18,08:44:54,41,9,B015
O089899,2023-12-14,17:23:02,45,6,B003
O089903,2023-11-03,18:54:52,1,3,B001
O089909,2024-10-13,14:03:59,13,1,B010
O089910,2018-12-05,12:42:07,15,3,B010
O089912,2023-04-01,16:22:37,16,5,B003
O089914,2017-09-26,16:16:19,1,2,B009
O089916,2020-04-04,20:32:29,45,7,B007
O089923,2021-08-14,08:52:43,8,3,B015
O089926,2022-01-16,21:35:42,43,9,B009
O089929,2023-08-16,14:37:55,45,7,B004
O089937,2023-11-08,16:36:54,9,5,B007
O089939,2020-02-16,21:20:26,23,2,B001
O089940,2023-12-21,10:29:00,1,4,B006
O089941,2020-08-07,18:42:28,46,6,B003
O089942,2019-12-09,11:54:21,41,8,B003
O089945,2020-12-22,09:37:28,38,9,B006
O089952,2024-09-29,10:04:08,42,10,B015
O089954,2022-09-24,11:14:32,12,2,B011
O089956,2024-11-30,13:03:11,36,9,B011
O089962,2020-05-08,13:51:51,50,6,B008
O089966,2023-06-15,18:29:12,26,7,B005
O089967,2024-10-10,14:50:40,6,1,B007
O089968,2024-10-06,18:45:47,26,7,B010
O089969,2018-06-24,11:48:45,24,3,B005
O089972,2017-11-06,18:05:51,24,4,B007
O089973,2015-09-28,18:48:13,5,3,B006
O089975,2024-01-15,17:07:45,35,6,B014
O089984,2021-10-04,09:19:41,33,6,B011
O089986,2023-01-28,10:08:23,24,2,B013
O089987,2024-02-07,12:47:03,50,10,B002
O089989,2024-05-15,07:00:33,5,2,B009
O089990,2023-05-04,17:39:49,11,5,B003
O089994,2023-10-02,14:27:04,3,5,B013
O089995,2024-06-27,18:39:28,42,7,B001
O089996,2024-12-03,18:32:58,41,10,B013
O089998,2020-08-17,14:30:31,47,10,B013
O089999,2024-07-22,11:14:51,13,1,B015
O090000,2023-06-08,10:32:48,8,5,B001
O090012,2024-06-14,19:40:25,6,2,B011
O090014,2018-06-06,13:44:35,30,10,B002
O090015,2020-09-21,15:43:56,50,6,B003
O090019,2024-08-28,20:10:12,28,8,B009
O090020,2023-03-26,16:50:49,20,1,B009
O090021,2024-10-17,17:10:17,22,4,B015
O090022,2024-02-08,12:58:34,27,9,B005
O090024,2021-01-31,20:11:24,30,10,B002
O090027,2015-12-14,11:27:36,16,5,B010
O090028,2022-08-20,19:23:19,40,9,B007
O090032,2024-04-03,18:25:21,47,9,B005
O090035,2024-11-05,13:12:56,50,6,B014
O090038,2023-02-16,12:06:18,14,4,B012
O090041,2021-02-05,14:28:48,5,1,B013
O090044,2022-11-24,14:54:47,37,10,B009
O090046,2023-07-24,16:38:55,50,10,B014
O090047,2024-03-31,09:51:37,6,5,B007
O090048,2021-10-11,14:06:30,33,8,B003
O090051,2020-01-04,13:27:22,15,3,B010
O090058,2018-04-26,14:16:11,5,1,B005
O090059,2023-06-10,14:57:23,47,9,B001
O090064,2021-12-14,19:20:30,22,1,B012
O090066,2016-12-27,18:41:34,14,3,B015
O090069,2023-06-04,15:42:35,48,9,B006
O090071,2020-07-30,19:36:57,30,6,B006
O090074,2023-09-15,20:59:28,43,7,B010
O090076,2024-05-26,18:51:57,8,1,B013
O090078,2020-12-15,15:54:24,32,8,B008
O090082,2024-09-13,19:12:21,42,7,B014
O090083,2020-02-08,14:33:35,15,1,B006
O090084,2024-11-12,09:59:08,20,5,B013
O090087,2022-02-21,14:05:55,33,6,B002
O090089,2024-11-10,17:55:17,46,8,B004
O090092,2024-10-13,12:41:37,44,9,B012
O090093,2018-10-27,21:24:24,46,10,B014
O090094,2020-04-20,13:48:13,17,4,B010
O090095,2021-04-05,10:07:26,14,4,B012
O090105,2022-02-07,17:22:32,38,9,B005
O090106,2021-02-02,09:06:49,25,2,B001
O090108,2021-11-29,10:24:40,40,8,B010
O090111,2024-02-06,18:44:31,13,1,B012
O090112,2023-04-17,11:37:55,31,10,B007
O090114,2021-09-11,19:30:41,14,3,B008
O090115,2021-08-28,18:23:31,9,2,B002
O090118,2023-10-11,17:46:45,18,5,B006
O090119,2019-09-11,15:06:57,3,2,B004
O090126,2021-08-25,10:25:52,20,2,B005
O090137,2021-05-30,07:19:38,48,8,B013
O090138,2024-07-17,08:50:04,48,10,B013
O090139,2020-04-23,16:03:11,38,9,B005
O090140,2020-04-01,17:41:31,35,6,B003
O090141,2016-11-06,09:29:37,31,8,B006
O090142,2023-10-08,07:26:26,25,5,B008
O090146,2024-12-03,15:09:06,37,10,B009
O090147,2019-06-13,09:39:57,46,8,B007
O090149,2022-05-14,10:49:45,44,9,B006
O090155,2019-11-25,11:52:00,6,5,B012
O090157,2024-11-27,16:48:32,9,1,B005
O090159,2024-11-29,09:52:58,22,5,B007
O090161,2021-11-23,19:11:20,33,8,B004
O090162,2024-11-18,09:34:08,2,5,B001
O090166,2019-04-21,15:14:37,23,3,B008
O090168,2022-03-31,10:37:22,42,7,B006
O090169,2024-03-31,21:44:10,9,2,B005
O090171,2024-03-26,13:05:19,27,9,B012
O090173,2024-10-05,11:22:49,44,6,B013
O090174,2022-11-12,11:51:48,24,3,B002
O090182,2022-06-18,20:27:24,23,2,B006
O090188,2023-08-13,11:39:04,10,4,B002
O090190,2018-04-22,17:22:38,20,4,B001
O090196,2024-02-02,15:01:20,44,6,B013
O090200,2021-01-25,19:23:51,32,7,B012
O090201,2024-10-21,18:28:51,31,6,B015
O090204,2022-09-04,16:20:00,6,5,B015
O090207,2021-12-15,12:03:02,36,8,B014
O090208,2022-01-15,09:26:15,38,10,B001
O090211,2022-02-01,12:35:48,18,3,B001
O090214,2021-09-10,14:05:02,39,8,B012
O090215,2023-10-07,20:53:43,7,1,B002
O090229,2020-11-05,15:02:51,18,2,B014
O090233,2022-01-12,16:14:40,48,8,B010
O090235,2024-01-03,13:40:39,28,8,B009
O090236,2024-08-24,10:38:02,5,4,B012
O090243,2024-08-09,10:52:24,35,10,B011
O090248,2022-06-01,18:31:28,9,3,B008
O090252,2022-12-19,10:13:40,44,10,B007
O090257,2022-06-07,18:24:47,7,1,B002
O090259,2024-08-25,10:42:35,41,10,B011
O090262,2017-05-12,20:52:34,48,9,B006
O090264,2022-06-11,18:15:19,27,6,B013
O090266,2023-03-06,09:35:39,9,4,B015
O090267,2020-02-14,11:26:25,48,6,B012
O090271,2021-02-08,12:59:18,22,2,B013
O090272,2020-10-21,14:27:50,24,2,B004
O090275,2020-12-07,10:24:26,8,5,B005
O090280,2023-07-19,20:12:03,21,2,B012
O090281,2023-06-06,11:19:49,33,8,B003
O090285,2023-05-10,13:51:02,46,6,B014
O090287,2024-06-07,14:53:46,13,5,B001
O090290,2018-10-06,13:34:50,29,10,B010
O090292,2024-11-29,14:31:34,3,1,B012
O090293,2022-01-31,16:08:46,35,8,B015
O090294,2023-02-20,13:31:58,14,2,B015
O090295,2022-11-12,21:30:21,23,3,B006
O090297,2017-10-09,18:11:49,1,4,B005
O090301,2023-12-17,08:27:35,47,9,B008
O090302,2022-08-06,11:05:19,6,1,B015
O090304,2023-04-30,07:51:32,28,10,B012
O090308,2024-03-16,21:49:03,47,8,B007
O090310,2017-04-12,11:42:00,15,4,B014
O090315,2023-05-11,21:56:26,48,9,B007
O090321,2024-12-02,16:15:47,37,10,B015
O090322,2021-09-06,15:28:34,37,8,B003
O090323,2021-12-19,20:18:21,26,6,B010
O090324,2022-02-05,20:31:03,22,3,B007
O090328,2017-10-23,13:01:03,40,8,B003
O090329,2017-09-11,11:08:29,39,6,B005
O090332,2021-02-21,17:07:35,19,4,B012
O090333,2020-01-25,21:06:51,17,3,B001
O090335,2017-06-28,13:00:11,18,2,B003
O090340,2022-05-01,09:07:44,21,4,B013
O090342,2015-09-25,10:23:57,26,7,B006
O090343,2022-05-05,17:16:36,3,2,B004
O090344,2023-02-19,12:28:06,44,6,B007
O090346,2020-07-21,19:31:02,9,3,B010
O090348,2016-02-17,18:47:43,44,10,B015
O090351,2019-09-06,19:37:18,15,2,B002
O090354,2020-11-10,14:54:36,5,1,B008
O090356,2017-09-03,14:33:34,41,6,B002
O090357,2022-05-05,19:49:22,1,2,B001
O090360,2024-08-10,15:25:28,18,2,B015
O090373,2024-06-04,07:57:20,38,9,B009
O090376,2022-07-09,20:45:18,28,6,B012
O090377,2020-09-23,09:55:09,18,3,B006
O090380,2024-03-14,09:33:18,2,3,B001
O090384,2024-11-24,19:13:27,50,10,B015
O090392,2024-10-12,14:06:25,33,7,B004
O090400,2023-05-02,12:07:36,48,10,B008
O090401,2021-10-04,12:58:43,49,9,B005
O090402,2024-08-12,09:58:20,29,9,B007
O090403,2020-12-12,14:09:35,5,1,B015
O090405,2023-10-24,10:27:52,32,9,B001
O090406,2023-10-04,12:52:41,30,6,B013
O090408,2022-10-03,16:27:32,4,2,B010
O090413,2018-04-25,14:35:00,47,9,B004
O090417,2022-05-22,18:00:29,15,2,B007
O090418,2016-06-07,15:19:22,22,3,B003
O090421,2022-07-22,18:56:33,29,6,B005
O090424,2024-04-22,15:17:09,18,4,B007
O090425,2024-07-05,13:25:44,49,9,B005
O090427,2023-09-07,10:46:00,4,1,B004
O090429,2021-11-12,17:30:15,17,2,B015
O090433,2021-10-09,17:15:56,33,8,B007
O090434,2024-11-07,11:32:41,38,8,B007
O090437,2020-04-10,13:38:58,10,1,B003
O090440,2019-04-21,18:48:08,39,9,B006
O090444,2024-12-04,21:11:16,20,5,B001
O090445,2020-07-10,10:27:21,20,4,B003
O090447,2024-11-13,17:36:01,32,9,B011
O090452,2021-03-19,15:24:44,2,5,B003
O090454,2024-09-13,16:52:11,15,4,B009
O090456,2024-04-26,08:58:32,38,6,B013
O090460,2024-07-29,14:50:44,50,9,B003
O090468,2017-06-05,18:47:52,45,8,B012
O090471,2023-06-16,18:41:01,40,6,B010
O090481,2020-10-11,17:20:20,4,5,B011
O090487,2015-08-30,17:20:09,6,1,B001
O090490,2022-07-30,09:02:08,1,5,B001
O090493,2024-10-01,13:59:01,25,1,B008
O090499,2024-08-12,13:30:46,21,1,B012
O090501,2024-02-19,08:24:58,20,1,B003
O090502,2019-10-23,20:49:55,29,10,B013
O090513,2024-04-02,16:53:51,19,1,B003
O090515,2018-04-26,17:53:00,17,1,B010
O090518,2022-09-24,15:28:42,8,1,B001
O090521,2024-04-28,09:32:22,49,8,B005
O090529,2024-05-27,19:58:57,41,9,B005
O090537,2023-04-24,15:56:44,8,1,B002
O090541,2017-09-24,12:16:30,40,9,B006
O090543,2021-02-10,17:20:12,36,7,B003
O090550,2021-10-26,16:24:22,24,5,B004
O090552,2018-06-19,18:01:05,31,10,B011
O090554,2024-10-26,18:28:28,17,4,B002
O090555,2020-02-12,07:07:34,11,2,B009
O090556,2023-09-22,13:51:34,28,7,B012
O090561,2019-06-09,15:10:54,28,10,B004
O090565,2020-10-09,15:33:02,9,1,B013
O090566,2019-11-17,13:47:52,18,3,B011
O090568,2018-08-07,16:35:52,16,1,B004
O090572,2024-09-26,18:54:50,18,3,B015
O090580,2023-05-21,09:22:00,45,9,B005
O090581,2022-05-23,15:11:00,45,7,B011
O090582,2022-05-02,16:50:36,43,8,B006
O090589,2021-05-07,10:06:17,28,6,B015
O090590,2024-11-17,17:13:51,19,4,B007
O090591,2022-12-19,20:00:02,27,10,B015
O090596,2024-04-11,19:13:45,18,5,B012
O090598,2023-10-22,12:50:04,23,1,B007
O090600,2022-03-23,16:06:10,31,6,B010
O090605,2024-04-21,11:15:51,29,7,B004
O090612,2023-05-08,09:16:00,16,2,B003
O090617,2024-01-14,19:21:01,21,1,B007
O090622,2024-08-30,10:03:49,20,1,B003
O090623,2018-06-04,21:01:45,14,4,B013
