OORDER_ID,ARRIVAL_DATE,ARRIVAL_TIME,TABLE_NUMBER,BRANCH_ID,CUSTOMER_QUANTITY
O088485,2004-01-20,17:51:27,17,B001,5
O088493,2003-06-19,18:28:07,37,B001,6
O088494,2018-03-24,13:56:39,23,B001,4
O088495,2006-09-06,07:36:07,44,B001,6
O088496,2019-10-27,11:48:29,40,B001,6
O088500,2008-05-07,07:21:43,16,B001,1
O088502,2021-08-26,14:35:32,38,B001,6
O088503,2021-03-13,17:07:46,2,B001,5
O088507,2023-10-07,17:32:12,21,B001,1
O088510,2007-09-26,12:19:48,35,B001,8
O088511,2014-05-25,09:30:56,8,B001,2
O088514,2019-10-21,13:31:42,28,B001,7
O088524,2024-07-10,10:48:08,15,B001,5
O088528,2024-09-22,09:10:27,15,B001,3
O088530,2019-05-06,08:31:24,42,B001,6
O088532,2013-06-28,16:57:55,28,B001,10
O088537,2021-09-30,11:11:34,1,B001,4
O088548,2023-09-05,15:16:02,13,B001,5
O088549,2021-10-29,16:51:40,15,B001,3
O088552,2021-02-16,09:25:46,22,B001,4
O088554,2023-11-20,10:34:01,23,B001,1
O088555,2012-04-30,18:09:19,31,B001,10
O088557,2019-03-19,14:20:18,44,B001,10
O088558,2020-08-22,17:30:57,35,B001,6
O088562,2016-12-25,11:10:33,15,B001,4
O088564,2013-06-07,09:03:28,6,B001,1
O088566,2024-12-15,12:11:50,8,B001,5
O088570,2024-01-14,16:04:31,16,B001,2
O088573,2016-01-01,15:23:42,41,B001,9
O088574,2019-07-14,16:40:34,34,B001,7
O088575,2005-08-20,07:32:43,48,B001,7
O088576,2021-07-28,15:23:18,46,B001,10
O088578,2016-01-23,08:51:27,48,B001,10
O088579,2005-02-22,17:35:18,20,B001,5
O088581,2006-07-25,18:42:25,49,B001,6
O088582,2006-07-12,11:36:58,22,B001,3
O088584,2024-08-09,18:20:34,4,B001,5
O088586,2024-04-12,16:16:03,14,B001,4
O088588,2023-09-28,11:29:35,16,B001,5
O088589,2021-11-18,08:01:05,33,B001,9
O088594,2021-05-10,10:07:11,10,B001,4
O088597,2020-02-12,10:07:09,23,B001,1
O088600,2022-01-18,07:01:07,50,B001,8
O088606,2022-02-04,07:54:02,8,B001,4
O088611,2024-11-30,16:35:54,47,B001,6
O088614,2019-05-18,16:13:34,47,B001,6
O088615,2013-08-11,14:03:18,30,B001,7
O088619,2024-10-05,17:46:12,11,B001,1
O088620,2007-03-14,17:25:50,37,B001,10
O088621,2018-04-30,07:13:06,29,B001,6
O088630,2022-10-10,14:49:14,32,B001,10
O088632,2022-08-23,09:52:17,31,B001,9
O088633,2011-02-15,10:38:31,49,B001,6
O088634,2024-11-03,07:24:57,9,B001,4
O088637,2020-06-01,12:25:20,44,B001,9
O088644,2024-11-08,18:53:14,6,B001,1
O088647,2019-08-18,08:30:19,8,B001,3
O088648,2024-01-18,18:09:23,21,B001,1
O088649,2021-08-18,16:54:40,48,B001,7
O088652,2023-08-10,09:19:36,50,B001,7
O088654,2024-05-07,09:17:57,7,B001,4
O088655,2016-10-13,08:15:04,41,B001,8
O088658,2017-05-11,11:58:15,46,B001,7
O088665,2010-09-27,15:03:43,17,B001,1
O088666,2015-10-14,14:07:17,23,B001,4
O088667,2008-05-13,06:50:38,47,B001,10
O088669,2005-08-30,07:54:30,35,B001,8
O088671,2003-02-23,10:44:57,20,B001,3
O088673,2016-08-17,17:58:03,32,B001,8
O088674,2015-12-28,08:27:55,14,B001,1
O088675,2013-02-07,13:04:18,3,B001,1
O088676,2020-07-23,10:45:36,47,B001,7
O088678,2014-03-06,09:48:58,40,B001,6
O088682,2020-11-22,06:32:39,13,B001,5
O088683,2023-04-07,13:06:04,21,B001,1
O088688,2019-12-13,16:39:43,44,B001,6
O088694,2023-08-25,16:36:19,36,B001,6
O088700,2022-01-21,10:11:35,38,B001,9
O088701,2021-10-20,09:50:17,6,B001,5
O088707,2020-08-04,18:47:22,47,B001,9
O088713,2023-05-22,17:56:43,30,B001,9
O088719,2023-12-01,16:33:05,26,B001,10
O088723,2020-03-17,14:27:48,26,B001,6
O088726,2022-01-19,14:15:19,30,B001,9
O088727,2013-07-07,10:45:40,9,B001,3
O088730,2022-06-29,17:58:41,32,B001,7
O088735,2024-10-06,08:39:56,45,B001,10
O088736,2020-07-14,10:51:26,20,B001,4
O088737,2005-03-17,06:47:48,27,B001,7
O088738,2016-11-12,15:30:39,13,B001,4
O088740,2019-11-21,10:33:06,31,B001,9
O088741,2014-05-26,06:54:07,10,B001,1
O088757,2015-03-28,13:23:09,47,B001,10
O088758,2018-04-04,10:43:15,33,B001,9
O088764,2021-11-24,07:06:31,1,B001,2
O088765,2012-04-26,08:44:41,11,B001,2
O088766,2022-04-08,18:37:42,23,B001,4
O088768,2011-03-04,17:32:29,26,B001,7
O088771,2024-07-31,14:54:28,27,B001,8
O088779,2020-10-28,12:01:15,13,B001,2
O088780,2024-03-14,14:30:26,23,B001,1
O088782,2023-08-27,11:39:59,45,B001,10
O088783,2017-12-04,10:27:52,31,B001,9
O088784,2023-01-26,17:32:59,6,B001,5
O088789,2017-12-07,13:58:15,42,B001,6
O088793,2015-12-23,09:47:25,11,B001,4
O088797,2024-01-24,12:36:24,5,B001,4
O088800,2021-06-16,16:22:28,15,B001,3
O088801,2011-07-09,10:22:34,7,B001,2
O088807,2020-02-22,07:24:38,49,B001,8
O088809,2023-11-19,18:11:45,21,B001,1
O088811,2024-09-21,11:12:57,12,B001,1
O088812,2016-12-28,08:46:48,10,B001,3
O088815,2008-11-09,07:15:25,22,B001,5
O088821,2021-06-04,10:46:32,50,B001,8
O088822,2024-11-08,18:01:16,34,B001,7
O088824,2012-10-30,12:22:29,47,B001,7
O088830,2019-12-28,07:32:29,35,B001,6
O088833,2005-06-05,12:07:42,21,B001,2
O088836,2013-01-01,13:19:29,7,B001,1
O088841,2019-07-15,08:45:10,41,B001,6
O088847,2019-10-31,06:45:27,40,B001,9
O088849,2024-10-03,16:24:58,2,B001,3
O088852,2009-05-12,06:32:12,37,B001,6
O088853,2021-06-05,08:14:42,42,B001,7
O088861,2017-06-23,13:05:17,14,B001,1
O088864,2024-10-02,12:02:16,25,B001,3
O088865,2024-06-25,14:39:20,28,B001,8
O088871,2024-10-07,18:10:17,26,B001,7
O088872,2022-10-05,09:22:41,38,B001,6
O088874,2023-08-16,15:53:52,42,B001,8
O088875,2024-07-03,15:44:15,16,B001,5
O088877,2024-12-16,11:22:58,11,B001,1
O088879,2024-10-01,12:55:11,18,B001,5
O088881,2020-03-08,17:20:33,14,B001,5
O088882,2023-02-07,16:54:42,30,B001,9
O088883,2010-01-10,12:35:04,47,B001,10
O088884,2021-12-18,15:40:34,9,B001,3
O088886,2014-08-09,12:36:16,6,B001,1
O088888,2019-07-17,12:30:32,9,B001,3
O088892,2016-10-12,10:42:29,3,B001,3
O088894,2022-01-17,11:19:07,21,B001,5
O088895,2019-07-05,15:46:38,44,B001,7
O088903,2024-07-06,17:02:07,4,B001,1
O088907,2018-10-12,17:28:46,18,B001,1
O088910,2022-06-08,14:39:08,4,B001,1
O088911,2016-12-15,10:03:46,48,B001,7
O088912,2024-02-19,15:46:52,15,B001,5
O088913,2014-03-09,11:26:34,32,B001,6
O088915,2021-03-01,08:34:08,48,B001,8
O088916,2020-05-15,14:51:11,47,B001,6
O088919,2023-05-16,17:59:09,37,B001,10
O088923,2021-05-17,15:54:27,29,B001,9
O088924,2020-11-21,10:37:19,7,B001,2
O088925,2008-10-07,10:25:01,11,B001,1
O088929,2015-03-29,12:37:00,2,B001,5
O088932,2005-10-19,12:43:46,11,B001,5
O088935,2014-09-18,08:12:36,40,B001,9
O088939,2023-04-21,16:42:57,35,B001,7
O088940,2012-03-26,10:53:39,29,B001,10
O088943,2010-10-09,11:47:48,28,B001,6
O088944,2024-03-04,17:39:52,22,B001,3
O088945,2023-09-04,10:44:05,14,B001,4
O088946,2023-05-01,15:57:27,9,B001,3
O088948,2001-08-11,13:32:59,50,B001,9
O088951,2021-05-08,14:46:25,32,B001,6
O088955,2011-03-13,14:32:32,21,B001,1
O088967,2024-05-30,09:10:03,38,B001,7
O088968,2008-03-12,17:34:51,37,B001,9
O088969,2024-11-13,17:30:21,5,B001,1
O088970,2016-11-04,08:18:17,11,B001,5
O088973,2024-10-22,08:44:37,38,B001,7
O088975,2014-09-04,11:23:50,17,B001,4
O088977,2024-12-03,09:52:42,17,B001,4
O088979,2020-05-02,15:39:07,44,B001,10
O088980,2021-06-11,16:30:21,7,B001,2
O088982,2012-09-14,06:39:43,11,B001,5
O088986,2010-06-03,16:14:46,1,B001,1
O088991,2015-10-24,13:26:29,7,B001,4
O088992,2013-05-16,09:11:13,48,B001,8
O088994,2022-04-11,08:53:50,19,B001,3
O088996,2008-12-19,09:41:20,35,B001,8
O088997,2018-05-27,16:12:30,50,B001,9
O088998,2019-09-08,18:22:03,7,B001,2
O089000,2019-01-18,11:48:50,3,B001,3
O089001,2022-04-17,15:48:45,18,B001,5
O089006,2020-05-18,10:09:26,36,B001,9
O089008,2024-10-17,12:00:21,9,B001,1
O089015,2011-06-23,12:08:41,11,B001,2
O089017,2010-07-31,18:55:42,23,B001,1
O089019,2008-02-02,12:09:54,20,B001,2
O089023,2018-08-31,17:17:29,40,B001,10
O089024,2023-11-28,11:15:17,27,B001,6
O089025,2003-01-14,15:35:16,14,B001,1
O089033,2012-08-18,16:12:56,12,B001,2
O089038,2022-08-03,10:00:47,31,B001,6
O089041,2019-04-18,13:36:18,40,B001,7
O089042,2004-08-25,16:50:18,28,B001,8
O089045,2010-12-30,10:23:30,11,B001,5
O089047,2023-10-29,13:02:26,4,B001,3
O089048,2023-12-12,13:32:17,16,B001,3
O089049,2021-08-20,16:21:36,11,B001,5
O089051,2014-06-24,12:50:00,36,B001,10
O089053,2022-03-30,12:56:14,25,B001,1
O089057,2021-07-13,08:19:07,39,B001,7
O089058,2020-08-08,15:23:42,23,B001,4
O089064,2022-03-02,15:15:45,6,B001,4
O089065,2009-06-03,13:53:58,44,B001,7
O089069,2015-08-10,08:27:03,20,B001,5
O089071,2018-09-01,17:35:23,37,B001,7
O089072,2006-01-09,09:46:05,10,B001,3
O089073,2024-05-19,09:17:11,26,B001,6
O089074,2006-02-20,11:55:51,11,B001,5
O089076,2006-09-25,13:29:55,32,B001,7
O089084,2024-01-06,16:32:56,27,B001,9
O089087,2013-07-01,13:43:44,32,B001,10
O089091,2023-01-11,10:05:30,16,B001,1
O089094,2012-10-25,16:09:40,50,B001,8
O089097,2005-03-24,09:58:14,9,B001,2
O089099,2019-06-07,18:37:48,49,B001,6
O089107,2021-06-09,17:17:14,23,B001,2
O089109,2024-03-05,13:28:36,48,B001,8
O089110,2009-08-10,18:30:30,50,B001,10
O089112,2002-10-27,13:27:30,26,B001,8
O089113,2009-07-16,16:47:27,20,B001,4
O089114,2001-01-07,12:40:02,43,B001,9
O089119,2009-09-17,07:52:42,20,B001,4
O089124,2007-12-22,17:50:49,47,B001,6
O089127,2022-03-14,14:00:42,34,B001,6
O089128,2023-09-28,10:35:29,44,B001,7
O089137,2023-04-16,13:05:17,24,B001,2
O089139,1998-11-09,10:37:28,16,B001,4
O089141,2017-11-11,11:33:19,38,B001,10
O089147,2024-07-03,16:19:58,26,B001,6
O089149,2020-09-15,10:39:39,22,B001,5
O089150,2024-12-09,18:01:56,40,B001,10
O089152,2024-07-16,18:11:44,42,B001,6
O089153,2018-01-05,14:53:46,18,B001,4
O089154,2022-11-21,07:39:56,46,B001,9
O089155,2017-12-28,13:47:40,50,B001,7
O089158,2018-12-20,16:05:44,37,B001,7
O089159,2021-07-25,15:48:44,5,B001,5
O089162,2016-09-14,06:34:17,2,B001,4
O089163,2016-06-17,18:42:59,11,B001,5
O089164,2019-01-19,12:08:06,23,B001,4
O089166,2021-07-07,08:42:32,40,B001,7
O089171,2024-02-14,08:59:54,14,B001,4
O089177,2024-09-26,11:16:45,2,B001,4
O089180,2018-03-29,18:48:41,14,B001,2
O089182,2007-09-14,16:34:52,47,B001,10
O089187,2017-09-06,18:57:09,33,B001,6
O089193,2017-10-15,06:56:23,39,B001,7
O089196,2024-11-29,12:15:30,8,B001,4
O089197,2007-08-16,17:10:44,37,B001,10
O089201,2014-12-22,08:59:55,50,B001,9
O089203,2024-09-10,15:39:14,25,B001,3
O089204,2024-10-18,12:04:24,15,B001,3
O089211,2024-09-03,14:43:19,34,B001,10
O089214,2013-11-03,10:24:26,31,B001,10
O089215,2009-04-02,13:46:19,35,B001,9
O089217,2018-04-26,14:54:43,7,B001,4
O089223,2010-06-05,08:46:14,47,B001,10
O089226,2020-02-18,09:33:24,7,B001,5
O089229,2015-10-27,10:46:17,41,B001,9
O089231,2022-01-06,17:21:12,22,B001,3
O089232,2016-08-29,16:50:39,15,B001,3
O089234,2022-01-03,13:06:58,15,B001,5
O089239,2024-01-11,16:01:59,20,B001,1
O089242,2020-07-06,08:16:21,2,B001,4
O089243,2024-08-23,12:32:38,38,B001,9
O089244,2009-02-01,10:42:32,22,B001,4
O089252,2019-03-29,06:59:37,12,B001,2
O089256,2024-04-30,08:06:23,16,B001,4
O089258,2021-02-18,07:34:27,29,B001,6
O089259,2016-10-09,15:35:05,39,B001,9
O089261,2024-09-27,13:46:10,23,B001,3
O089265,2023-04-23,15:59:01,7,B001,3
O089266,2009-10-27,09:05:16,32,B001,9
O089274,2024-04-13,18:59:01,9,B001,1
O089276,2002-04-18,16:12:06,3,B001,5
O089280,2017-01-10,09:11:03,46,B001,10
O089285,2007-12-07,10:50:58,2,B001,1
O089290,2015-04-01,06:52:37,36,B001,7
O089297,2024-09-10,13:21:59,4,B001,1
O089298,2013-08-13,08:29:33,8,B001,5
O089301,2023-11-22,07:35:52,23,B001,2
O089302,2022-05-08,13:22:55,19,B001,4
O089303,2014-11-15,11:49:47,7,B001,4
O089305,2011-02-25,18:08:26,31,B001,10
O089306,2013-11-14,07:50:25,5,B001,5
O089307,2019-11-10,14:57:28,17,B001,4
O089308,2023-07-28,08:35:15,44,B001,8
O089314,2013-09-19,14:53:43,49,B001,8
O089317,2021-09-16,15:36:24,9,B001,1
O089321,2022-05-19,09:24:06,32,B001,8
O089327,2017-07-11,08:36:51,13,B001,4
O089328,2023-04-01,08:04:51,10,B001,5
O089329,2015-06-23,14:52:20,17,B001,2
O089333,2024-12-06,07:40:31,20,B001,1
O089336,2002-07-31,07:40:25,31,B001,8
O089339,2018-08-06,16:58:06,2,B001,1
O089348,2021-10-26,18:21:31,30,B001,10
O089350,2015-01-24,11:20:26,10,B001,4
O089352,2021-12-14,12:03:06,9,B001,5
O089361,2020-08-17,18:09:24,27,B001,6
O089363,2022-09-14,09:01:44,2,B001,5
O089364,2020-11-09,06:39:35,6,B001,3
O089375,2023-06-10,07:57:49,37,B001,10
O089377,2015-12-26,09:33:19,18,B001,5
O089380,2001-02-22,14:17:06,28,B001,7
O089382,2023-05-01,16:28:06,18,B001,3
O089386,2003-12-04,11:11:22,22,B001,2
O089390,2024-05-12,11:27:51,3,B001,2
O089391,2024-05-19,09:51:44,1,B001,4
O089393,2012-04-29,17:27:03,48,B001,10
O089395,2017-06-25,08:58:53,50,B001,10
O089397,2023-05-03,12:35:52,19,B001,3
O089399,2019-04-01,06:55:01,1,B001,4
O089400,2022-03-09,18:44:22,24,B001,2
O089403,2023-11-08,12:31:32,34,B001,7
O089405,2023-12-28,08:35:59,39,B001,9
O089419,2021-07-28,15:19:31,10,B001,3
O089421,2017-12-05,15:00:18,18,B001,5
O089427,2019-12-28,11:04:16,49,B001,10
O089428,2021-06-02,06:33:53,21,B001,4
O089429,2014-12-19,16:53:47,49,B001,9
O089432,2014-10-15,18:56:03,29,B001,10
O089434,2021-05-19,06:55:52,35,B001,9
O089435,2004-11-16,18:04:18,26,B001,9
O089439,2011-05-12,11:33:39,35,B001,8
O089451,2016-09-21,13:19:58,17,B001,5
O089452,2021-11-19,11:37:12,10,B001,1
O089456,2008-04-22,06:48:50,17,B001,4
O089462,2022-08-21,07:11:30,11,B001,3
O089463,2021-01-06,10:06:37,22,B001,3
O089464,2014-07-07,16:19:05,3,B001,2
O089465,2008-07-20,11:31:11,19,B001,1
O089469,2012-04-06,10:44:26,17,B001,3
O089474,2023-12-03,09:39:16,2,B001,5
O089477,2019-04-29,10:56:17,15,B001,5
O089480,2023-03-20,12:12:25,4,B001,1
O089481,2012-09-13,16:55:32,30,B001,7
O089483,2023-02-07,07:59:30,11,B001,5
O089487,2016-04-25,12:53:00,33,B001,7
O089488,2015-01-06,17:45:00,14,B001,2
O089489,2023-04-15,08:13:07,9,B001,1
O089490,2024-10-12,14:42:06,48,B001,7
O089491,2024-09-23,12:26:18,15,B001,2
O089497,2016-11-13,17:15:48,20,B001,5
O089503,2020-11-15,11:13:00,12,B001,2
O089507,2022-09-17,10:06:48,20,B001,3
O089509,2012-03-10,08:57:47,12,B001,2
O089510,2023-09-17,14:00:15,6,B001,2
O089518,2019-07-26,09:57:14,15,B001,2
O089520,2023-12-22,10:31:57,38,B001,7
O089521,2006-11-20,16:44:18,24,B001,2
O089526,2014-03-23,16:00:01,2,B001,1
O089528,2007-06-05,07:17:17,1,B001,5
O089539,2024-08-26,14:25:44,45,B001,10
O089540,2008-10-11,12:08:41,4,B001,2
O089544,2009-01-27,06:55:54,15,B001,5
O089545,2015-01-01,08:42:56,40,B001,9
O089546,2023-05-08,16:51:06,39,B001,7
O089549,2022-06-02,15:14:45,44,B001,10
O089550,2021-02-02,08:01:07,1,B001,1
O089555,2022-04-17,16:50:45,27,B001,6
O089557,2020-04-30,10:27:53,20,B001,2
O089559,2022-07-15,17:33:20,50,B001,10
O089561,2020-07-24,09:59:25,43,B001,7
O089562,2016-11-30,13:55:09,29,B001,10
O089563,2015-02-16,17:20:55,9,B001,3
O089564,2019-01-18,09:23:45,32,B001,7
O089568,2021-03-06,17:44:42,41,B001,7
O089569,2021-05-16,13:38:03,24,B001,4
O089570,2015-11-25,15:30:32,36,B001,8
O089571,2013-06-18,09:51:04,5,B001,5
O089578,2014-06-14,16:41:53,49,B001,8
O089580,2017-03-29,08:34:15,9,B001,3
O089583,2021-06-22,14:36:51,5,B001,5
O089585,2023-08-05,08:56:37,43,B001,7
O089589,2021-04-05,12:32:53,25,B001,5
O089599,2022-07-19,13:05:13,16,B001,1
O089601,2020-12-18,10:51:59,21,B001,1
O089602,2022-03-21,12:57:40,28,B001,9
O089608,2022-12-07,14:01:07,19,B001,4
O089609,2024-07-19,08:58:53,46,B001,9
O089613,2006-05-13,09:36:05,33,B001,9
O089614,2023-04-26,09:01:34,25,B001,2
O089618,2004-05-31,17:33:03,26,B001,10
O089623,2009-05-05,07:32:01,21,B001,5
O089628,2020-05-16,10:00:05,47,B001,9
O089635,2023-04-14,14:55:04,8,B001,4
O089638,2015-08-11,16:08:48,6,B001,5
O089639,2024-04-16,18:38:04,40,B001,10
O089640,2024-08-24,12:18:35,32,B001,10
O089641,2016-09-03,15:14:26,12,B001,2
O089643,2024-11-26,14:11:22,38,B001,10
O089644,2019-01-15,16:53:19,37,B001,9
O089647,2014-08-19,14:41:32,41,B001,10
O089656,2016-10-20,12:09:07,23,B001,5
O089659,2016-02-05,18:11:29,23,B001,2
O089661,2020-04-04,07:17:37,50,B001,6
O089662,2020-11-22,13:32:51,21,B001,3
O089666,2018-04-04,09:39:30,17,B001,2
O089671,2016-02-13,15:57:44,49,B001,10
O089672,2023-03-02,14:14:56,44,B001,9
O089678,2020-02-25,16:35:19,48,B001,7
O089680,2006-09-16,08:23:31,48,B001,8
O089684,2023-05-13,08:47:14,22,B001,1
O089687,2018-12-05,12:57:09,14,B001,2
O089690,2024-11-08,13:57:42,7,B001,3
O089692,2019-05-02,16:25:42,29,B001,6
O089698,2023-09-03,14:06:37,34,B001,10
O089699,2020-10-15,17:03:03,23,B001,3
O089701,2020-11-20,10:13:06,10,B001,4
O089703,2005-01-20,18:44:28,11,B001,3
O089710,2023-01-18,07:35:48,5,B001,3
O089715,2021-07-08,18:50:13,28,B001,7
O089716,2013-11-14,13:24:11,23,B001,2
O089717,2024-11-12,07:31:01,10,B001,4
O089718,2022-06-11,16:09:19,46,B001,6
O089719,2024-11-08,15:57:22,31,B001,7
O089722,2020-06-10,10:09:59,13,B001,5
O089726,2016-01-31,18:45:41,16,B001,1
O089729,2018-09-29,08:56:36,44,B001,8
O089730,2020-06-30,16:56:15,44,B001,6
O089736,2020-09-04,17:46:17,50,B001,9
O089738,2019-05-22,18:50:38,50,B001,10
O089739,1998-05-27,07:11:34,3,B001,2
O089740,2014-05-01,17:46:10,21,B001,1
O089743,2023-07-13,17:33:18,40,B001,7
O089745,2013-08-31,14:44:01,39,B001,10
O089746,2008-06-18,11:10:19,29,B001,10
O089749,2024-01-08,17:17:38,28,B001,9
O089751,2024-11-12,17:46:05,31,B001,7
O089753,2021-12-31,13:34:32,4,B001,3
O089759,2015-02-06,11:49:28,29,B001,10
O089769,2023-11-11,09:07:11,28,B001,8
O089777,2022-07-16,07:06:58,23,B001,2
O089780,2024-08-07,10:21:51,27,B001,10
O089782,2022-09-07,14:56:39,27,B001,6
O089785,2024-07-31,11:54:09,7,B001,2
O089791,2024-06-11,17:17:41,33,B001,6
O089792,2022-02-18,15:15:58,33,B001,7
O089793,2016-06-26,10:09:32,3,B001,2
O089796,2015-03-02,13:54:46,29,B001,6
O089799,2011-04-28,08:57:10,12,B001,2
O089804,2022-04-26,15:37:50,17,B001,4
O089805,2021-03-27,15:58:39,2,B001,4
O089806,2023-01-18,16:32:58,8,B001,3
O089812,2020-04-02,07:26:53,2,B001,4
O089813,2019-08-06,18:16:24,36,B001,10
O089814,2024-02-12,14:09:57,10,B001,4
O089821,2019-05-06,12:00:50,8,B001,5
O089822,2024-06-14,07:38:45,41,B001,8
O089823,2023-04-14,07:25:39,15,B001,1
O089824,2018-06-01,12:40:06,9,B001,4
O089825,2018-11-26,15:50:39,2,B001,2
O089826,2003-12-07,16:52:35,36,B001,9
O089829,2024-07-10,09:49:34,21,B001,4
O089830,2006-06-16,12:25:53,8,B001,2
O089831,2018-12-10,06:30:31,41,B001,7
O089832,2024-10-15,07:44:42,48,B001,6
O089841,2023-06-07,14:43:55,48,B001,7
O089843,2012-10-25,13:37:24,9,B001,2
O089850,2003-02-15,14:33:59,31,B001,10
O089852,2023-09-04,14:44:23,34,B001,9
O089854,2020-11-16,13:29:48,27,B001,9
O089855,2008-04-24,17:28:50,41,B001,8
O089858,2015-09-08,14:36:34,26,B001,8
O089861,2004-10-18,10:08:36,47,B001,9
O089862,2023-06-08,14:25:53,36,B001,10
O089863,2010-09-05,07:44:16,39,B001,9
O089867,2024-06-06,18:57:14,18,B001,4
O089869,2022-09-26,12:11:08,16,B001,4
O089871,2016-01-02,15:09:19,23,B001,3
O089872,2023-10-06,17:05:35,29,B001,7
O089873,2023-06-28,18:16:33,40,B001,6
O089875,2023-01-02,13:16:59,42,B001,6
O089877,2024-06-05,08:13:43,27,B001,7
O089879,2024-04-01,12:26:45,35,B001,7
O089880,2024-08-06,10:54:02,20,B001,2
O089883,2014-01-20,16:06:35,8,B001,2
O089884,2016-10-13,14:51:57,42,B001,6
O089886,2019-07-28,16:46:49,43,B001,9
O089888,2023-07-16,13:16:45,50,B001,10
O089891,2019-11-01,12:22:04,13,B001,3
O089892,2015-05-13,12:30:25,40,B001,10
O089896,2024-04-04,14:52:47,23,B001,2
O089899,2024-04-04,06:58:10,31,B001,10
O089900,2023-03-14,07:04:19,21,B001,2
O089907,2010-04-08,07:10:00,40,B001,8
O089914,2023-05-11,10:54:35,5,B001,1
O089915,2012-10-11,11:06:15,21,B001,5
O089916,2011-02-23,11:57:55,2,B001,3
O089921,2022-06-04,06:51:13,20,B001,5
O089922,2022-06-10,15:22:23,42,B001,10
O089923,2016-07-04,15:40:42,20,B001,5
O089925,2024-06-29,11:44:13,8,B001,3
O089926,2024-12-09,14:30:38,32,B001,10
O089927,2007-10-14,12:22:28,32,B001,8
O089929,2021-06-30,17:55:45,44,B001,8
O089930,2024-12-15,15:16:24,3,B001,5
O089931,2020-12-25,07:19:17,5,B001,5
O089932,2018-07-04,17:52:51,44,B001,10
O089935,2022-08-16,11:46:44,4,B001,1
O089936,2022-06-07,16:44:15,6,B001,2
O089941,2024-03-11,12:00:53,35,B001,8
O089942,2024-02-07,10:41:19,9,B001,2
O089943,2024-05-18,10:19:13,34,B001,7
O089947,2012-08-14,09:29:04,23,B001,1
O089962,2012-07-25,09:11:15,28,B001,9
O089963,2004-12-13,15:23:19,47,B001,10
O089967,2007-10-29,07:24:44,45,B001,10
O089968,2004-09-28,12:03:59,22,B001,3
O089971,2018-07-14,09:52:07,9,B001,4
O089975,2018-08-30,18:25:44,14,B001,2
O089980,2023-06-23,06:40:37,2,B001,3
O089981,2024-12-01,08:49:59,13,B001,2
O089982,2019-06-05,13:29:03,26,B001,8
O089983,2020-06-10,15:26:21,7,B001,4
O089985,2017-08-18,07:00:20,41,B001,9
O089988,2018-01-10,16:50:13,25,B001,1
O089989,2024-03-29,10:59:14,49,B001,7
O089993,2024-10-19,13:01:53,20,B001,5
O090001,2023-10-28,18:53:36,7,B001,2
O090005,2022-06-27,18:42:36,32,B001,7
O090007,2015-07-27,11:46:33,25,B001,5
O090008,2023-11-21,10:16:42,22,B001,5
O090009,2018-10-20,12:22:22,20,B001,5
O090010,2023-03-23,08:46:09,29,B001,7
O090013,2010-10-07,16:50:35,7,B001,2
O090015,2018-05-11,17:35:15,31,B001,6
O090016,2010-08-29,08:22:22,3,B001,1
O090020,2023-03-25,06:54:01,16,B001,5
O090021,2021-01-12,14:00:55,39,B001,8
O090025,2012-05-20,07:52:05,28,B001,7
O090028,2014-06-06,14:52:50,2,B001,2
O090030,2024-03-10,12:22:55,24,B001,2
O090035,2023-07-05,13:55:53,28,B001,8
O090036,2021-04-13,07:26:42,43,B001,8
O090037,2014-09-01,16:26:06,29,B001,8
O090038,2021-05-08,18:53:09,48,B001,8
O090044,2020-08-27,13:11:20,11,B001,2
O090052,2023-09-11,16:47:22,18,B001,5
O090054,2024-03-08,15:33:00,40,B001,7
O090056,2024-10-22,09:09:22,39,B001,10
O090061,2023-10-26,14:16:46,47,B001,8
O090062,2005-05-26,15:15:52,40,B001,7
O090064,2019-01-17,18:43:21,30,B001,9
O090066,2005-02-03,17:49:04,35,B001,6
O090069,2009-08-31,13:00:19,29,B001,10
O090072,2020-11-13,08:05:06,1,B001,2
O090075,2017-12-24,18:08:25,30,B001,8
O090076,2023-08-06,09:38:54,12,B001,4
O090077,2023-03-31,12:38:25,16,B001,4
O090084,2000-07-18,12:21:50,48,B001,8
O090088,2003-06-27,07:40:11,41,B001,7
O090092,2020-02-27,11:58:58,10,B001,1
O090095,2019-11-10,15:46:21,18,B001,4
O090097,2018-12-04,13:46:12,30,B001,9
O090100,2024-07-14,07:07:58,25,B001,5
O090101,2019-07-24,15:59:43,47,B001,8
O090102,2023-01-25,17:22:40,30,B001,7
O090103,2023-11-01,11:36:39,13,B001,5
O090104,2023-10-02,11:11:15,50,B001,6
O090106,2009-11-08,13:59:10,13,B001,5
O090108,2012-05-13,11:06:18,18,B001,5
O090112,2021-06-24,08:49:38,13,B001,4
O090115,2024-04-07,17:44:34,21,B001,4
O090116,2016-06-25,14:27:12,37,B001,8
O090118,2021-12-15,17:08:51,50,B001,8
O090120,2001-10-24,10:42:03,16,B001,4
O090123,2020-05-19,12:55:21,2,B001,2
O090124,2022-08-08,08:01:18,40,B001,7
O090126,2019-06-07,08:50:14,10,B001,2
O090131,2024-03-12,17:30:52,36,B001,6
O090138,2020-02-29,06:39:02,17,B001,5
O090140,2019-11-02,12:05:29,45,B001,9
O090143,2012-02-23,16:08:30,29,B001,7
