OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,EMPLOYEE_RATING,BRANCH_ID
O081570,47,E001608,5,B011
O081571,43,E001354,5,B013
O081572,32,E001490,3,B011
O081579,41,E000729,4,B003
O081582,36,E000250,5,B002
O081586,28,E000118,5,B006
O081587,4,E000699,5,B002
O081589,18,E000044,5,B004
O081599,45,E000916,2,B011
O081602,38,E000892,5,B008
O081605,10,E001145,5,B008
O081606,25,E001171,5,B002
O081607,43,E000227,5,B006
O081608,44,E000452,5,B005
O081611,14,E001293,5,B005
O081614,39,E000820,1,B012
O081629,25,E001211,5,B008
O081630,24,E001496,3,B013
O081634,7,E000835,2,B006
O081635,33,E000477,3,B014
O081646,16,E000608,2,B012
O081649,48,E001071,5,B015
O081654,3,E000830,2,B006
O081657,32,E000193,5,B004
O081662,3,E001600,1,B005
O081663,24,E001247,5,B010
O081669,46,E000658,3,B009
O081670,16,E000910,5,B008
O081671,48,E001616,2,B006
O081679,18,E000588,5,B010
O081683,29,E000476,2,B009
O081685,4,E000544,5,B010
O081687,23,E000016,5,B006
O081690,42,E001645,5,B010
O081692,49,E000693,5,B003
O081693,18,E000388,5,B008
O081695,29,E000458,1,B001
O081697,36,E000934,3,B006
O081698,18,E000907,5,B015
O081700,6,E000869,5,B007
O081701,11,E001120,5,B007
O081706,33,E001394,4,B013
O081707,34,E001617,5,B013
O081708,48,E000131,5,B011
O081714,13,E001398,5,B005
O081720,45,E000195,5,B007
O081726,33,E000613,2,B008
O081727,20,E001258,3,B013
O081730,25,E001458,1,B001
O081734,37,E000164,5,B001
O081737,25,E000721,4,B007
O081739,46,E001393,3,B009
O081742,36,E001236,1,B002
O081748,39,E000555,2,B006
O081755,30,E001425,5,B015
O081759,37,E000081,5,B015
O081763,10,E000354,3,B006
O081766,42,E000871,5,B001
O081775,22,E000276,5,B010
O081776,37,E000664,5,B002
O081780,43,E000293,5,B015
O081783,9,E001211,2,B008
O081784,28,E001503,5,B006
O081792,39,E000130,1,B008
O081794,41,E000587,5,B014
O081795,18,E000374,5,B015
O081799,26,E000654,4,B015
O081802,41,E000928,1,B003
O081803,45,E000755,5,B004
O081807,22,E000131,4,B011
O081808,15,E001552,3,B001
O081814,22,E001005,4,B013
O081815,9,E000974,4,B008
O081816,14,E000760,2,B008
O081820,34,E000461,5,B006
O081822,25,E000372,5,B004
O081826,32,E000962,2,B001
O081833,31,E000892,5,B008
O081834,39,E001262,3,B001
O081835,49,E000523,5,B010
O081838,18,E001413,5,B004
O081839,6,E000448,1,B001
O081841,40,E001511,5,B015
O081846,32,E001556,5,B003
O081849,47,E001125,1,B014
O081851,43,E001081,2,B012
O081855,17,E000592,3,B003
O081861,5,E001450,5,B010
O081867,12,E000656,5,B012
O081874,49,E001279,5,B012
O081875,19,E001074,5,B002
O081876,43,E000937,5,B009
O081877,19,E000061,5,B008
O081878,50,E000211,4,B005
O081887,10,E000916,5,B011
O081889,43,E001409,5,B005
O081894,33,E001566,2,B013
O081896,42,E001311,5,B001
O081901,2,E001537,5,B010
O081906,31,E001479,2,B010
O081908,33,E001342,2,B004
O081911,21,E001375,5,B009
O081915,36,E001545,5,B009
O081917,44,E001201,5,B014
O081918,15,E000928,1,B003
O081919,30,E000607,3,B015
O081928,49,E000638,2,B009
O081930,26,E000231,4,B002
O081939,44,E000440,3,B009
O081943,33,E000893,4,B001
O081945,47,E001364,4,B012
O081947,16,E000400,5,B014
O081948,32,E001308,1,B010
O081950,28,E000573,4,B004
O081955,16,E001009,3,B006
O081957,8,E000565,5,B007
O081959,47,E001120,5,B007
O081960,42,E000755,5,B004
O081963,22,E001071,5,B015
O081965,26,E001006,2,B010
O081973,40,E000612,5,B012
O081975,21,E000589,5,B002
O081980,21,E000254,5,B009
O081982,16,E001273,5,B006
O081983,42,E001309,5,B008
O081984,7,E000305,5,B010
O081985,4,E000474,5,B013
O081990,15,E000895,5,B007
O081991,33,E000395,4,B008
O081994,21,E001595,1,B008
O081995,21,E001408,5,B004
O081997,15,E000549,5,B008
O081998,39,E000419,4,B002
O082009,21,E000812,4,B008
O082013,17,E001588,1,B008
O082015,27,E001176,5,B006
O082016,5,E000661,5,B013
O082020,48,E001096,5,B011
O082025,20,E000548,1,B010
O082029,6,E001403,5,B010
O082030,19,E000277,3,B011
O082031,47,E000550,1,B009
O082032,48,E001379,5,B013
O082036,6,E000563,4,B012
O082039,8,E000990,1,B002
O082041,37,E000352,5,B012
O082042,33,E000340,3,B007
O082043,10,E001324,2,B011
O082048,9,E000193,4,B004
O082050,38,E001431,5,B001
O082051,37,E000350,5,B012
O082052,21,E000137,5,B012
O082055,28,E000883,5,B009
O082056,49,E001506,1,B002
O082060,4,E000096,5,B011
O082064,37,E001493,5,B012
O082065,19,E000613,4,B008
O082068,22,E000191,4,B015
O082070,25,E000964,5,B008
O082075,23,E000658,4,B009
O082080,15,E000623,5,B013
O082082,46,E001211,1,B008
O082083,46,E001297,3,B007
O082084,26,E001654,5,B009
O082086,43,E000060,5,B006
O082089,22,E000882,5,B011
O082097,32,E000392,5,B010
O082098,29,E000427,2,B008
O082100,49,E000539,3,B008
O082105,17,E000874,1,B010
O082106,43,E001026,5,B008
O082111,33,E001308,5,B010
O082113,23,E001626,1,B009
O082114,32,E000930,5,B015
O082118,46,E000060,5,B006
O082121,23,E000204,5,B010
O082122,20,E000549,5,B008
O082124,10,E000964,5,B008
O082129,46,E000097,3,B008
O082132,33,E000857,5,B005
O082134,31,E000578,5,B006
O082143,36,E000342,3,B002
O082145,42,E000707,2,B001
O082149,23,E001575,5,B002
O082150,25,E000551,5,B009
O082156,43,E001067,5,B004
O082157,50,E000550,5,B009
O082164,26,E000932,1,B007
O082165,16,E000864,5,B003
O082166,25,E000538,5,B004
O082169,12,E000932,2,B007
O082170,32,E001275,5,B011
O082171,33,E000348,5,B004
O082181,32,E001020,5,B003
O082184,47,E000360,1,B002
O082199,18,E001292,5,B005
O082204,35,E001328,2,B002
O082210,35,E001628,2,B013
O082211,12,E000692,4,B012
O082213,35,E000495,4,B015
O082220,22,E000740,5,B011
O082221,18,E000067,4,B004
O082223,5,E001603,5,B012
O082225,49,E000297,5,B013
O082231,20,E000225,5,B001
O082235,48,E001402,4,B007
O082243,5,E000113,5,B012
O082245,37,E000868,2,B007
O082254,14,E000197,5,B010
O082256,40,E000217,2,B013
O082259,3,E000124,5,B015
O082260,25,E000703,5,B007
O082263,15,E001199,5,B012
O082264,26,E001233,1,B005
O082268,29,E000317,4,B009
O082270,44,E000311,1,B003
O082278,38,E001424,1,B013
O082281,14,E001403,5,B010
O082282,9,E000611,4,B015
O082283,41,E000928,2,B003
O082284,37,E000193,1,B004
O082287,15,E000673,3,B008
O082289,40,E000764,5,B010
O082293,9,E000202,4,B013
O082294,45,E000020,5,B011
O082296,18,E000954,2,B011
O082298,41,E000521,1,B005
O082303,21,E000964,3,B008
O082304,33,E000625,2,B010
O082312,25,E000573,4,B004
O082315,6,E001372,1,B015
O082316,6,E000103,5,B009
O082320,36,E001390,5,B010
O082321,15,E001024,5,B007
O082325,47,E000093,5,B002
O082336,37,E001210,3,B013
O082340,38,E001379,5,B013
O082349,46,E000783,5,B002
O082352,48,E000578,5,B006
O082355,10,E000901,1,B005
O082357,9,E000107,5,B012
O082359,20,E000856,5,B013
O082361,33,E001626,5,B009
O082362,29,E000224,5,B012
O082368,30,E000383,5,B008
O082372,42,E001629,5,B002
O082373,14,E000524,2,B015
O082375,50,E000759,3,B006
O082378,49,E001228,5,B008
O082381,17,E001225,1,B010
O082384,23,E001577,5,B013
O082389,37,E001424,1,B013
O082391,12,E001246,3,B006
O082399,24,E001049,5,B011
O082404,11,E001211,2,B008
O082405,43,E000467,5,B008
O082408,48,E000745,5,B007
O082409,8,E000964,5,B008
O082410,18,E000495,2,B015
O082411,21,E000259,5,B001
O082415,24,E000283,5,B014
O082420,40,E000077,1,B003
O082422,32,E001408,1,B004
O082426,20,E000697,5,B007
O082434,3,E000351,5,B010
O082435,12,E000916,5,B011
O082439,31,E000320,5,B002
O082443,7,E000595,1,B004
O082444,38,E000545,5,B014
O082445,43,E001038,5,B007
O082448,31,E000244,5,B009
O082451,23,E000633,5,B014
O082452,15,E000771,5,B013
O082453,14,E000882,5,B011
O082463,32,E000995,5,B009
O082468,39,E000759,5,B006
O082471,3,E000886,2,B001
O082481,5,E000113,4,B012
O082483,37,E000718,5,B013
O082487,11,E001006,5,B010
O082489,27,E000872,5,B014
O082491,47,E000613,5,B008
O082492,12,E001354,2,B013
O082502,14,E001401,5,B010
O082505,47,E001075,3,B009
O082506,45,E000970,5,B014
O082508,17,E000034,4,B012
O082509,17,E001058,4,B006
O082513,20,E001375,3,B009
O082514,28,E000901,2,B005
O082515,25,E001364,5,B012
O082521,12,E000751,3,B001
O082529,42,E001646,5,B013
O082530,21,E000564,2,B004
O082533,14,E001279,4,B012
O082536,44,E000883,5,B009
O082541,43,E001496,5,B013
O082543,3,E000771,5,B013
O082544,49,E000517,5,B015
O082546,26,E001408,5,B004
O082547,38,E001215,5,B008
O082548,15,E000783,4,B002
O082549,39,E000703,5,B007
O082550,37,E000452,5,B005
O082558,48,E000176,5,B005
O082561,17,E000942,2,B012
O082568,27,E000958,1,B008
O082569,25,E001131,4,B011
O082571,15,E000049,5,B004
O082573,4,E000363,5,B008
O082574,28,E000405,5,B015
O082575,23,E000677,5,B015
O082578,36,E000032,5,B005
O082580,33,E000558,5,B013
O082582,14,E000919,5,B004
O082583,2,E001246,4,B006
O082584,10,E001308,3,B010
O082586,18,E001279,5,B012
O082587,15,E000588,4,B010
O082595,47,E000618,2,B015
O082598,5,E001381,5,B013
O082600,50,E001623,2,B015
O082609,14,E000149,5,B009
O082613,24,E000580,5,B012
O082614,9,E001093,5,B002
O082617,32,E000851,5,B010
O082623,2,E001556,5,B003
O082627,11,E001067,5,B004
O082629,25,E000347,3,B010
O082634,29,E000333,1,B011
O082635,49,E000138,3,B007
O082640,3,E000222,5,B006
O082644,11,E000853,5,B007
O082646,45,E001186,5,B013
O082649,46,E000746,5,B002
O082657,15,E000951,4,B003
O082658,9,E001015,2,B007
O082660,31,E000595,5,B004
O082661,12,E000818,5,B007
O082663,41,E000703,2,B007
O082668,3,E000440,5,B009
O082669,35,E001620,4,B001
O082675,35,E001538,3,B002
O082676,48,E000549,2,B008
O082680,27,E000187,5,B014
O082681,34,E001054,3,B005
O082683,3,E000713,5,B004
O082684,46,E001634,5,B003
O082693,32,E001017,1,B011
O082697,15,E001502,5,B015
O082698,2,E001352,3,B002
O082699,3,E001219,5,B010
O082701,49,E000309,5,B013
O082705,5,E001047,5,B006
O082706,12,E000967,5,B006
O082709,24,E000531,2,B009
O082713,15,E000230,3,B010
O082715,11,E000049,5,B004
O082717,46,E001120,5,B007
O082721,15,E001127,1,B003
O082723,19,E001401,3,B010
O082727,41,E000945,3,B003
O082734,35,E001284,5,B005
O082742,27,E001423,5,B011
O082749,24,E001003,5,B009
O082752,26,E000418,5,B011
O082757,1,E001084,5,B012
O082758,39,E001206,1,B004
O082759,25,E000458,5,B001
O082763,37,E000033,1,B006
O082765,20,E000810,5,B008
O082767,26,E000115,4,B013
O082772,48,E001022,5,B003
O082777,15,E000190,5,B003
O082780,19,E001200,1,B014
O082783,8,E001508,5,B012
O082784,20,E001616,3,B006
O082785,10,E001149,5,B003
O082791,4,E000461,5,B006
O082795,35,E000759,5,B006
O082796,43,E000751,3,B001
O082801,11,E000524,4,B015
O082803,12,E001230,5,B001
O082804,46,E000997,5,B006
O082807,35,E001362,5,B004
O082809,26,E001400,5,B013
O082810,30,E000638,5,B009
O082814,45,E000253,5,B014
O082815,1,E001270,4,B008
O082816,12,E000964,5,B008
O082819,22,E001609,5,B012
O082823,7,E000093,5,B002
O082827,2,E000607,3,B015
O082830,20,E001055,5,B014
O082836,20,E000060,5,B006
O082837,50,E001018,5,B014
O082846,2,E001379,4,B013
O082847,11,E000257,5,B001
O082852,24,E001382,3,B014
O082853,14,E000495,5,B015
O082856,44,E000814,3,B001
O082859,18,E000616,5,B001
O082867,30,E001452,5,B009
O082868,38,E001456,5,B013
O082871,14,E000014,2,B002
O082879,8,E001034,5,B008
O082880,42,E001595,5,B008
O082883,2,E000537,5,B007
O082885,8,E000892,5,B008
O082889,25,E000193,5,B004
O082890,48,E000781,1,B012
O082893,32,E000997,5,B006
O082894,20,E001511,5,B015
O082895,36,E001648,2,B006
O082896,7,E000855,5,B002
O082901,3,E000244,5,B009
O082902,42,E000956,3,B009
O082903,44,E000054,5,B015
O082907,4,E000424,3,B005
O082908,41,E001264,3,B009
O082913,6,E000837,5,B003
O082914,43,E001354,4,B013
O082921,31,E000941,1,B005
O082923,47,E000656,5,B012
O082924,44,E000119,5,B015
O082925,25,E000687,1,B006
O082927,28,E000081,3,B015
O082931,26,E001279,5,B012
O082932,7,E000993,5,B001
O082933,17,E001217,5,B015
O082934,23,E001618,4,B003
O082936,2,E000295,5,B003
O082938,32,E000049,5,B004
O082940,44,E000060,3,B006
O082941,44,E001068,4,B010
O082945,4,E000922,5,B013
O082947,9,E001493,5,B012
O082956,25,E001511,5,B015
O082966,12,E001382,1,B014
O082968,19,E000973,4,B014
O082969,3,E000564,5,B004
O082970,46,E000967,5,B006
O082971,19,E000662,5,B010
O082973,10,E000513,1,B008
O082979,18,E001600,5,B005
O082983,11,E001149,4,B003
O082985,50,E001404,3,B013
O082987,21,E000960,5,B010
O082991,46,E000681,5,B001
O082992,47,E001387,5,B001
O082993,41,E000247,5,B007
O082994,44,E001375,5,B009
O082998,43,E000501,2,B005
O082999,9,E000277,5,B011
O083000,13,E000440,5,B009
O083001,39,E001016,5,B015
O083002,30,E001149,5,B003
O083004,3,E000611,4,B015
O083009,40,E000904,5,B004
O083012,22,E001211,5,B008
O083013,18,E001537,5,B010
O083018,27,E001242,5,B001
O083021,31,E000033,5,B006
O083025,2,E000255,5,B003
O083028,15,E001196,1,B005
O083031,43,E001272,1,B002
O083033,7,E000675,5,B014
O083045,21,E001603,1,B012
O083047,24,E001496,4,B013
O083049,25,E000189,5,B003
O083052,5,E001654,4,B009
O083053,25,E000524,5,B015
O083054,22,E001530,1,B005
O083055,14,E001338,5,B007
O083056,8,E000138,5,B007
O083057,50,E001185,5,B004
O083061,46,E000111,3,B006
O083062,21,E000049,5,B004
O083075,3,E001506,5,B002
O083076,4,E000432,4,B010
O083077,25,E001210,5,B013
O083086,30,E000520,5,B008
O083087,30,E001362,5,B004
O083089,17,E000710,2,B008
O083092,32,E000462,5,B007
O083093,13,E000606,5,B011
O083095,2,E000867,5,B002
O083096,1,E000317,5,B009
O083097,7,E000781,5,B012
O083098,37,E001398,5,B005
O083099,42,E000300,5,B008
O083100,6,E001070,5,B015
O083104,2,E001581,4,B004
O083106,35,E000033,4,B006
O083109,2,E000886,2,B001
O083116,34,E001154,5,B014
O083119,16,E001099,5,B003
O083122,18,E000710,5,B008
O083123,6,E000212,5,B012
O083124,6,E001272,1,B002
O083125,40,E001400,1,B013
O083129,46,E000762,5,B001
O083133,3,E000352,4,B012
O083134,42,E000320,5,B002
O083137,10,E000020,5,B011
O083141,21,E000011,5,B005
O083146,40,E000588,3,B010
O083149,42,E000173,5,B002
O083151,12,E000930,5,B015
O083152,25,E001610,5,B007
O083157,42,E001408,1,B004
O083158,9,E000830,2,B006
O083159,19,E000317,3,B009
O083162,3,E001187,5,B001
O083165,11,E001464,5,B001
O083168,19,E000169,5,B007
O083171,21,E000849,3,B015
O083173,12,E000816,5,B015
O083174,47,E000212,5,B012
O083179,44,E001524,3,B013
O083180,39,E001428,2,B007
O083183,42,E001358,1,B006
O083190,36,E001352,5,B002
O083195,16,E000186,5,B007
O083196,26,E000970,5,B014
O083197,17,E000578,5,B006
O083198,1,E001311,5,B001
O083204,39,E001537,5,B010
O083205,39,E000610,5,B010
O083208,14,E000354,5,B006
O083209,6,E001138,1,B006
O083210,20,E000010,5,B014
O083213,4,E001454,5,B013
O083214,38,E000193,5,B004
O083222,29,E000327,4,B012
O083225,10,E001215,5,B008
O083226,38,E000509,1,B001
O083232,49,E001040,5,B003
O083236,38,E001133,5,B001
O083242,46,E000440,5,B009
O083244,15,E001100,1,B011
O083248,42,E000511,5,B002
O083250,29,E000654,5,B015
O083260,16,E000820,3,B012
O083261,31,E000564,4,B004
O083264,48,E000291,5,B009
O083265,28,E000355,5,B013
O083266,28,E001006,4,B010
O083268,27,E001471,5,B005
O083270,2,E001382,4,B014
O083276,16,E000919,5,B004
O083278,5,E000538,1,B004
O083279,11,E000957,5,B004
O083280,14,E001297,5,B007
O083282,44,E000277,1,B011
O083283,29,E000458,5,B001
O083285,23,E001074,5,B002
O083286,4,E000315,1,B012
O083287,14,E000218,1,B013
O083292,24,E001454,5,B013
O083293,43,E001322,5,B004
O083294,46,E000335,5,B014
O083296,42,E001434,5,B011
O083297,35,E001581,5,B004
O083299,3,E001398,5,B005
O083300,35,E000348,3,B004
O083306,41,E000625,5,B010
O083308,42,E000079,5,B013
O083309,42,E000331,1,B012
O083310,21,E001595,1,B008
O083316,49,E000703,5,B007
O083319,29,E000312,5,B013
O083323,31,E000585,5,B011
O083324,34,E000075,1,B009
O083325,34,E000444,4,B006
O083327,47,E000544,1,B010
O083342,50,E000049,5,B004
O083358,26,E001114,4,B001
O083361,25,E001134,5,B005
O083364,9,E000040,5,B001
O083365,10,E000608,3,B012
O083367,31,E000345,3,B003
O083370,49,E000097,4,B008
O083372,32,E001403,5,B010
O083374,1,E000496,5,B007
O083375,37,E001581,5,B004
O083382,10,E000885,5,B015
O083384,27,E001189,5,B010
O083385,37,E000124,5,B015
O083386,39,E001355,5,B002
O083392,10,E000208,5,B015
O083395,38,E000703,5,B007
O083396,47,E000514,2,B014
O083399,16,E000407,1,B015
O083406,7,E001492,5,B012
O083410,13,E000110,5,B001
O083411,42,E000623,5,B013
O083415,48,E000558,5,B013
O083422,7,E001301,3,B003
O083423,46,E000440,5,B009
O083425,4,E001326,2,B014
O083431,1,E001191,2,B007
O083433,9,E000010,5,B014
O083442,19,E001390,5,B010
O083444,7,E001420,2,B004
O083445,44,E001628,1,B013
O083453,42,E000736,1,B014
O083457,48,E001354,1,B013
O083458,28,E000705,5,B010
O083463,25,E000741,5,B011
O083466,2,E001629,3,B002
O083472,29,E001241,2,B005
O083475,6,E000871,1,B001
O083476,32,E001194,5,B004
O083477,5,E000190,5,B003
O083481,42,E000475,5,B001
O083487,25,E001564,5,B001
O083488,36,E001040,5,B003
O083490,21,E000793,2,B012
O083496,4,E000156,5,B009
O083499,41,E000285,5,B009
O083501,12,E001228,5,B008
O083505,20,E001299,5,B007
O083508,26,E001149,5,B003
O083515,47,E000367,5,B011
O083516,28,E001127,5,B003
O083521,3,E001643,3,B013
O083526,43,E001404,3,B013
O083533,31,E001252,2,B015
O083536,27,E001231,5,B006
O083539,15,E000969,1,B013
O083542,11,E000218,5,B013
O083543,1,E000010,5,B014
O083544,41,E001424,5,B013
O083545,46,E000146,1,B014
O083546,16,E001299,1,B007
O083550,19,E000407,5,B015
O083552,5,E000014,4,B002
O083553,25,E000951,3,B003
O083559,18,E000972,5,B011
O083560,46,E000141,5,B006
O083561,28,E001524,4,B013
O083570,1,E000780,5,B003
O083571,1,E000894,5,B003
O083573,1,E000631,5,B009
O083578,37,E001030,5,B013
O083582,29,E001454,5,B013
O083585,4,E001324,5,B011
O083587,50,E000585,4,B011
O083588,35,E001016,1,B015
O083590,45,E000306,5,B015
O083595,7,E000888,5,B014
O083596,49,E001048,5,B001
O083598,3,E001285,5,B002
O083601,50,E001035,5,B010
O083604,1,E000104,2,B004
O083605,47,E000906,3,B006
O083607,12,E001187,4,B001
O083608,34,E001322,3,B004
O083610,30,E001301,4,B003
O083612,24,E001519,5,B014
O083613,24,E000812,2,B008
O083615,9,E001403,3,B010
O083617,49,E000544,5,B010
O083618,30,E001203,5,B009
O083620,42,E000263,1,B008
O083625,11,E001448,4,B003
O083626,35,E000350,1,B012
O083629,33,E001236,5,B002
O083630,4,E001456,5,B013
O083634,37,E001354,5,B013
O083638,25,E001577,5,B013
O083639,34,E001519,4,B014
O083641,47,E000767,5,B014
O083642,30,E000561,5,B002
O083643,39,E001488,2,B008
O083647,28,E000050,3,B011
O083648,9,E000755,5,B004
O083649,47,E000828,5,B002
O083652,14,E001449,3,B005
O083653,2,E000415,3,B014
O083656,28,E001416,5,B002
O083657,14,E000986,2,B001
O083658,20,E001270,5,B008
O083659,10,E000220,5,B007
O083660,47,E000159,5,B014
O083662,18,E000230,5,B010
O083663,13,E001127,5,B003
O083664,4,E001350,5,B005
O083670,10,E001418,2,B012
O083671,24,E000111,2,B006
O083674,10,E000681,5,B001
O083681,37,E000967,2,B006
O083692,7,E001396,5,B004
O083694,37,E001407,4,B004
O083695,29,E001379,5,B013
O083696,5,E000268,3,B011
O083699,45,E001252,5,B015
O083700,19,E000200,5,B015
O083701,37,E001631,1,B005
O083702,49,E001609,5,B012
O083703,10,E000515,5,B011
O083704,44,E001378,5,B004
O083705,36,E001120,5,B007
O083708,27,E000507,5,B008
O083709,7,E000608,5,B012
O083715,1,E001403,5,B010
O083719,50,E000776,5,B002
O083721,11,E000973,5,B014
O083722,10,E000004,5,B003
O083727,36,E000645,2,B014
O083731,27,E000830,2,B006
O083732,31,E000849,3,B015
O083737,26,E001247,5,B010
O083738,47,E000472,5,B006
O083739,18,E001022,5,B003
O083740,34,E000701,5,B004
O083741,47,E000954,5,B011
O083743,38,E000843,5,B012
O083746,43,E001401,5,B010
O083747,50,E000490,5,B003
O083748,3,E001387,2,B001
O083749,17,E001615,3,B002
O083752,32,E000916,5,B011
O083754,36,E000961,5,B014
O083756,32,E000539,5,B008
O083757,37,E000311,5,B003
O083764,25,E000656,5,B012
O083766,43,E001313,1,B012
O083778,13,E000855,1,B002
O083780,34,E001279,5,B012
O083782,38,E000244,5,B009
O083784,2,E001525,5,B009
O083786,25,E001093,4,B002
O083788,15,E001645,5,B010
O083789,32,E001319,5,B011
O083790,15,E000012,5,B001
O083791,14,E001650,5,B012
O083797,11,E001423,5,B011
O083800,1,E001003,2,B009
O083801,4,E001314,5,B011
O083804,14,E000835,5,B006
O083807,23,E000964,3,B008
O083812,9,E000997,3,B006
O083825,3,E001202,5,B010
O083828,26,E000638,2,B009
O083831,37,E000691,5,B006
O083832,39,E000781,5,B012
O083833,23,E000758,4,B009
O083840,10,E001449,2,B005
O083842,46,E001351,3,B008
O083843,37,E000174,5,B003
O083844,47,E000592,5,B003
O083846,16,E000478,5,B008
O083848,36,E001490,1,B011
O083849,43,E000894,5,B003
O083850,13,E000335,5,B014
O083851,21,E000625,3,B010
O083854,33,E001236,5,B002
O083858,21,E000701,2,B004
O083860,26,E000739,3,B003
O083863,42,E000013,5,B002
O083864,42,E000703,5,B007
O083871,8,E001545,5,B009
O083874,43,E000578,1,B006
O083877,25,E000593,5,B015
O083880,19,E000984,5,B014
O083885,10,E000951,2,B003
O083888,10,E000016,2,B006
O083891,30,E001428,3,B007
O083895,14,E000364,1,B014
O083904,40,E000328,5,B010
O083905,20,E000338,5,B005
O083909,39,E000764,5,B010
O083911,13,E001538,4,B002
O083912,8,E000149,3,B009
O083913,19,E000355,1,B013
O083917,14,E001163,5,B005
O083918,17,E001199,5,B012
O083921,30,E001261,5,B012
O083933,23,E000040,4,B001
O083939,47,E000165,5,B007
O083940,46,E001364,1,B012
O083942,28,E001447,4,B008
O083946,5,E001015,4,B007
O083953,30,E000603,1,B007
O083954,38,E000189,5,B003
O083957,6,E000520,1,B008
O083961,28,E000424,5,B005
O083965,49,E001293,3,B005
O083969,44,E000552,4,B008
O083972,41,E000588,5,B010
O083973,43,E000244,2,B009
O083975,9,E001070,2,B015
O083977,36,E000706,5,B005
O083982,7,E000205,4,B005
O083983,7,E001590,5,B008
O083987,47,E001455,1,B015
O083988,50,E000389,4,B003
O083993,48,E000300,3,B008
O083994,3,E001263,2,B011
O083998,7,E001203,4,B009
O083999,19,E001365,5,B008
O084001,29,E000496,5,B007
O084002,15,E000317,4,B009
O084006,19,E000606,5,B011
O084007,1,E001015,3,B007
O084010,3,E000880,3,B007
O084015,10,E000150,5,B005
O084016,31,E001488,5,B008
O084019,21,E001643,5,B013
O084020,20,E001013,3,B014
O084021,42,E000052,5,B006
O084022,47,E001005,2,B013
O084023,36,E000560,4,B002
O084027,9,E001285,2,B002
O084029,41,E001003,5,B009
O084030,49,E001301,5,B003
O084032,32,E001454,5,B013
O084036,23,E001493,5,B012
O084041,29,E001292,4,B005
O084043,2,E000131,5,B011
O084045,1,E001044,3,B014
O084046,18,E000578,1,B006
O084053,48,E001256,5,B010
O084054,48,E001006,1,B010
O084059,27,E000436,1,B005
O084060,39,E001205,5,B004
O084067,47,E001401,2,B010
O084082,41,E001228,2,B008
O084083,21,E000969,5,B013
O084084,3,E000933,5,B009
O084086,36,E000660,1,B013
O084091,16,E000315,3,B012
O084093,8,E000606,5,B011
O084094,8,E000440,5,B009
O084096,14,E000741,5,B011
O084097,26,E001328,1,B002
O084098,31,E001210,3,B013
O084100,23,E000909,2,B012
O084113,13,E000183,5,B011
O084115,21,E000595,5,B004
O084118,10,E000193,1,B004
O084119,24,E000934,5,B006
O084123,38,E000501,5,B005
O084128,43,E000638,5,B009
O084129,19,E000543,5,B012
O084130,3,E001532,5,B005
O084131,31,E000577,5,B014
O084133,45,E000362,5,B007
O084139,31,E000794,5,B004
O084142,15,E000257,2,B001
O084144,41,E000983,5,B010
O084145,8,E001375,2,B009
O084147,34,E000385,5,B011
O084148,42,E001470,5,B004
O084149,8,E001036,5,B007
O084153,39,E000649,5,B009
O084155,18,E001413,4,B004
O084157,6,E000355,5,B013
O084160,3,E000462,2,B007
O084161,41,E000667,1,B012
O084162,23,E001439,1,B011
O084163,35,E001654,5,B009
O084166,16,E000751,5,B001
O084167,50,E000164,4,B001
O084171,44,E001067,5,B004
O084173,20,E000457,4,B005
O084174,14,E000997,5,B006
O084175,29,E001545,3,B009
O084183,7,E000762,4,B001
O084186,48,E000211,5,B005
O084194,11,E000741,5,B011
O084195,5,E001153,2,B014
O084202,11,E001033,5,B012
O084207,26,E000389,3,B003
O084209,42,E000928,3,B003
O084211,26,E000809,5,B008
O084214,13,E000187,3,B014
O084215,2,E001159,3,B001
O084219,21,E000734,5,B002
O084225,23,E001634,4,B003
O084226,34,E001486,5,B001
O084229,5,E001402,5,B007
O084230,28,E001368,1,B004
O084237,27,E000260,5,B014
O084238,29,E000374,4,B015
O084240,1,E001410,3,B006
O084244,13,E000558,4,B013
O084249,50,E000359,5,B004
O084251,6,E000345,4,B003
O084255,3,E001042,5,B005
O084257,28,E000005,5,B011
O084258,27,E001405,4,B007
O084263,9,E000674,5,B001
O084269,39,E000921,5,B015
O084271,19,E000173,5,B002
O084273,6,E001186,3,B013
O084282,48,E001275,3,B011
O084283,19,E000889,5,B014
O084285,50,E000556,5,B010
O084291,1,E001424,5,B013
O084293,11,E001606,1,B010
O084294,8,E001046,5,B004
O084299,45,E001519,1,B014
O084305,6,E000013,1,B002
O084307,49,E001626,5,B009
O084310,16,E000652,4,B008
O084314,25,E000130,5,B008
O084316,9,E000759,4,B006
O084318,5,E000619,1,B003
O084321,40,E001141,3,B011
O084327,45,E000464,1,B014
O084328,4,E001131,5,B011
O084333,12,E000818,5,B007
O084334,38,E000230,5,B010
O084335,18,E001636,1,B002
O084337,5,E000427,1,B008
O084338,37,E001176,1,B006
O084345,42,E000781,1,B012
O084346,48,E001364,5,B012
O084350,30,E001023,5,B013
O084352,34,E001391,5,B014
O084358,8,E001617,5,B013
O084361,28,E000146,5,B014
O084369,13,E001392,4,B001
O084370,9,E001364,5,B012
O084372,10,E000003,3,B002
O084373,13,E000463,2,B015
