ORDER_ID,DISH_ID,QUANTITY
O083541,D057,9
O083542,D103,7
O083543,D029,8
O083544,D144,3
O083545,D010,5
O083546,D001,2
O083547,D022,4
O083548,D024,5
O083549,D044,6
O083550,D033,10
O083551,D018,4
O083552,D055,3
O083553,D186,5
O083554,D169,5
O083555,D135,1
O083556,D009,3
O083557,D062,8
O083558,D198,8
O083559,D037,7
O083560,D041,4
O083561,D020,5
O083562,D039,3
O083563,D144,7
O083564,D054,2
O083565,D179,10
O083566,D033,4
O083567,D178,10
O083568,D083,10
O083569,D050,1
O083570,D088,2
O083571,D073,10
O083572,D010,6
O083573,D008,6
O083574,D167,1
O083575,D081,1
O083576,D019,10
O083577,D165,9
O083578,D177,1
O083579,D091,1
O083580,D037,2
O083581,D044,7
O083582,D070,5
O083583,D059,4
O083584,D149,8
O083585,D061,7
O083586,D032,9
O083587,D055,1
O083588,D103,10
O083589,D135,6
O083590,D072,8
O083591,D016,3
O083592,D138,8
O083593,D037,6
O083594,D053,5
O083595,D143,10
O083596,D017,8
O083597,D004,6
O083598,D076,1
O083599,D016,5
O083600,D087,9
O083601,D055,3
O083602,D120,4
O083603,D193,9
O083604,D163,10
O083605,D011,5
O083606,D155,4
O083607,D066,4
O083608,D186,10
O083609,D053,6
O083610,D157,7
O083611,D033,1
O083612,D012,3
O083613,D136,10
O083614,D018,1
O083615,D155,3
O083616,D090,3
O083617,D172,8
O083618,D009,2
O083619,D027,1
O083620,D111,4
O083621,D138,10
O083622,D100,3
O083623,D031,8
O083624,D035,1
O083625,D062,6
O083626,D171,6
O083627,D181,4
O083628,D130,10
O083629,D145,10
O083630,D199,4
O083631,D031,7
O083632,D155,10
O083633,D173,10
O083634,D184,5
O083635,D040,5
O083636,D036,10
O083637,D051,6
O083638,D057,3
O083639,D045,4
O083640,D100,5
O083641,D100,9
O083642,D013,5
O083643,D164,9
O083644,D051,9
O083645,D063,1
O083646,D104,7
O083647,D133,9
O083648,D181,7
O083649,D104,6
O083650,D019,2
O083651,D172,1
O083652,D156,5
O083653,D132,7
O083654,D012,9
O083655,D036,4
O083656,D077,5
O083657,D183,2
O083658,D181,9
O083659,D059,3
O083660,D070,6
O083661,D153,1
O083662,D020,4
O083663,D077,2
O083664,D159,5
O083665,D113,8
O083666,D088,1
O083667,D103,9
O083668,D059,2
O083669,D148,9
O083670,D133,6
O083671,D047,4
O083672,D050,1
O083673,D045,8
O083674,D134,4
O083675,D047,8
O083676,D115,6
O083677,D189,10
O083678,D032,7
O083679,D194,2
O083680,D029,8
O083681,D195,3
O083682,D089,8
O083683,D034,9
O083684,D139,6
O083685,D015,7
O083686,D149,6
O083687,D067,8
O083688,D035,6
O083689,D039,9
O083690,D058,6
O083691,D193,5
O083692,D174,6
O083693,D078,9
O083694,D102,9
O083695,D099,10
O083696,D183,10
O083697,D046,2
O083698,D171,9
O083699,D168,8
O083700,D042,2
O083701,D005,2
O083702,D112,5
O083703,D024,1
O083704,D103,5
O083705,D002,4
O083706,D073,9
O083707,D037,2
O083708,D128,3
O083709,D057,8
O083710,D118,9
O083711,D044,2
O083712,D011,1
O083713,D083,6
O083714,D145,1
O083715,D029,10
O083716,D018,5
O083717,D040,10
O083718,D059,9
O083719,D031,2
O083720,D180,10
O083721,D031,9
O083722,D147,4
O083723,D140,8
O083724,D042,10
O083725,D107,3
O083726,D098,5
O083727,D004,3
O083728,D101,4
O083729,D194,5
O083730,D028,3
O083731,D194,7
O083732,D028,3
O083733,D031,1
O083734,D040,9
O083735,D115,1
O083736,D085,1
O083737,D143,1
O083738,D012,6
O083739,D107,1
O083740,D001,7
O083741,D077,3
O083742,D138,1
O083743,D181,3
O083744,D146,7
O083745,D023,3
O083746,D139,3
O083747,D070,1
O083748,D192,3
O083749,D042,8
O083750,D018,9
O083751,D190,10
O083752,D118,2
O083753,D091,1
O083754,D130,3
O083755,D120,5
O083756,D085,5
O083757,D134,10
O083758,D080,3
O083759,D036,3
O083760,D187,6
O083761,D134,9
O083762,D131,8
O083763,D058,1
O083764,D158,6
O083765,D130,9
O083766,D037,4
O083767,D092,7
O083768,D001,2
O083769,D015,10
O083770,D084,6
O083771,D082,4
O083772,D019,6
O083773,D129,6
O083774,D109,9
O083775,D009,3
O083776,D025,7
O083777,D086,5
O083778,D133,4
O083779,D033,8
O083780,D188,5
O083781,D118,6
O083782,D138,6
O083783,D059,6
O083784,D030,7
O083785,D166,1
O083786,D175,5
O083787,D134,3
O083788,D044,6
O083789,D065,7
O083790,D178,5
O083791,D100,5
O083792,D133,4
O083793,D128,8
O083794,D091,3
O083795,D196,6
O083796,D174,9
O083797,D023,3
O083798,D088,8
O083799,D005,4
O083800,D030,8
O083801,D100,5
O083802,D144,10
O083803,D003,8
O083804,D130,9
O083805,D056,5
O083806,D127,5
O083807,D170,4
O083808,D016,7
O083809,D159,5
O083810,D080,7
O083811,D186,7
O083812,D164,5
O083813,D041,9
O083814,D147,5
O083815,D067,5
O083816,D111,10
O083817,D053,9
O083818,D023,3
O083819,D135,1
O083820,D192,7
O083821,D182,7
O083822,D014,9
O083823,D018,4
O083824,D102,6
O083825,D067,2
O083826,D095,4
O083827,D127,9
O083828,D151,3
O083829,D133,3
O083830,D187,3
O083831,D106,2
O083832,D149,1
O083833,D167,5
O083834,D032,9
O083835,D180,6
O083836,D145,7
O083837,D145,4
O083838,D143,7
O083839,D012,10
O083840,D045,7
O083841,D097,5
O083842,D009,8
O083843,D190,6
O083844,D024,9
O083845,D015,10
O083846,D170,10
O083847,D169,9
O083848,D039,5
O083849,D024,7
O083850,D080,3
O083851,D070,9
O083852,D172,9
O083853,D198,2
O083854,D030,5
O083855,D118,9
O083856,D025,1
O083857,D057,4
O083858,D173,4
O083859,D182,7
O083860,D109,6
O083861,D174,3
O083862,D073,5
O083863,D017,5
O083864,D006,3
O083865,D163,5
O083866,D135,8
O083867,D130,2
O083868,D155,3
O083869,D133,6
O083870,D173,5
O083871,D178,2
O083872,D005,4
O083873,D072,10
O083874,D104,2
O083875,D188,9
O083876,D146,10
O083877,D074,5
O083878,D117,6
O083879,D046,6
O083880,D083,4
O083881,D036,7
O083882,D075,4
O083883,D180,10
O083884,D116,8
O083885,D168,1
O083886,D196,4
O083887,D030,2
O083888,D036,3
O083889,D018,8
O083890,D004,1
O083891,D024,9
O083892,D032,6
O083893,D036,1
O083894,D065,6
O083895,D007,3
O083896,D028,10
O083897,D191,3
O083898,D047,4
O083899,D056,5
O083900,D187,9
O083901,D173,1
O083902,D061,1
O083903,D110,1
O083904,D059,1
O083905,D115,2
O083906,D033,5
O083907,D143,5
O083908,D171,3
O083909,D098,9
O083910,D013,7
O083911,D027,3
O083912,D187,5
O083913,D143,6
O083914,D074,1
O083915,D069,8
O083916,D104,6
O083917,D032,9
O083918,D013,3
O083919,D055,10
O083920,D050,7
O083921,D018,8
O083922,D071,10
O083923,D125,8
O083924,D134,6
O083925,D104,7
O083926,D061,4
O083927,D045,1
O083928,D135,7
O083929,D086,7
O083930,D078,10
O083931,D086,5
O083932,D191,7
O083933,D106,9
O083934,D146,7
O083935,D077,5
O083936,D104,6
O083937,D154,1
O083938,D078,5
O083939,D006,8
O083940,D170,10
O083941,D148,2
O083942,D101,2
O083943,D173,5
O083944,D004,4
O083945,D022,4
O083946,D022,2
O083947,D071,7
O083948,D031,3
O083949,D142,1
O083950,D027,5
O083951,D155,7
O083952,D059,3
O083953,D086,6
O083954,D014,2
O083955,D186,6
O083956,D168,2
O083957,D032,5
O083958,D112,10
O083959,D105,4
O083960,D137,7
O083961,D185,2
O083962,D183,9
O083963,D033,1
O083964,D134,8
O083965,D030,4
O083966,D035,2
O083967,D034,6
O083968,D086,10
O083969,D074,3
O083970,D134,2
O083971,D142,3
O083972,D109,5
O083973,D082,9
O083974,D065,7
O083975,D011,1
O083976,D045,3
O083977,D144,2
O083978,D017,8
O083979,D191,5
O083980,D078,5
O083981,D194,1
O083982,D003,7
O083983,D027,9
O083984,D050,2
O083985,D044,6
O083986,D190,7
O083987,D182,10
O083988,D033,4
O083989,D169,3
O083990,D014,3
O083991,D103,5
O083992,D106,4
O083993,D139,2
O083994,D098,8
O083995,D153,2
O083996,D177,1
O083997,D170,3
O083998,D130,7
O083999,D036,3
O084000,D177,3
O084001,D144,10
O084002,D035,10
O084003,D110,2
O084004,D029,9
O084005,D078,7
O084006,D056,2
O084007,D027,1
O084008,D004,10
O084009,D135,8
O084010,D062,1
O084011,D072,2
O084012,D012,5
O084013,D146,4
O084014,D144,1
O084015,D127,4
O084016,D035,10
O084017,D102,7
O084018,D167,6
O084019,D134,7
O084020,D114,7
O084021,D168,1
O084022,D168,2
O084023,D133,9
O084024,D108,4
O084025,D140,2
O084026,D103,2
O084027,D064,4
O084028,D030,3
O084029,D016,4
O084030,D095,10
O084031,D129,4
O084032,D185,10
O084033,D006,4
O084034,D127,2
O084035,D062,7
O084036,D179,10
O084037,D127,8
O084038,D146,5
O084039,D167,9
O084040,D162,7
O084041,D103,4
O084042,D056,3
O084043,D019,5
O084044,D042,5
O084045,D010,3
O084046,D135,2
O084047,D097,5
O084048,D103,8
O084049,D001,5
O084050,D066,2
O084051,D041,1
O084052,D193,5
O084053,D147,10
O084054,D114,10
O084055,D185,1
O084056,D153,7
O084057,D186,8
O084058,D021,1
O084059,D144,8
O084060,D114,1
O084061,D187,4
O084062,D094,1
O084063,D104,9
O084064,D042,5
O084065,D173,10
O084066,D189,6
O084067,D023,7
O084068,D102,10
O084069,D105,7
O084070,D034,2
O084071,D011,10
O084072,D177,3
O084073,D196,6
O084074,D142,9
O084075,D086,8
O084076,D058,10
O084077,D009,10
O084078,D192,3
O084079,D153,8
O084080,D134,8
O084081,D037,8
O084082,D164,6
O084083,D190,3
O084084,D094,3
O084085,D062,6
O084086,D009,9
O084087,D050,4
O084088,D157,2
O084089,D064,2
O084090,D081,6
O084091,D074,2
O084092,D014,3
O084093,D014,7
O084094,D127,1
O084095,D071,2
O084096,D087,2
O084097,D106,7
O084098,D014,7
O084099,D032,4
O084100,D007,3
O084101,D105,2
O084102,D055,5
O084103,D030,8
O084104,D062,6
O084105,D022,3
O084106,D133,6
O084107,D117,2
O084108,D054,5
O084109,D099,1
O084110,D140,8
O084111,D183,8
O084112,D148,3
O084113,D155,2
O084114,D007,4
O084115,D010,8
O084116,D012,8
O084117,D022,10
O084118,D170,8
O084119,D172,4
O084120,D054,6
O084121,D131,9
O084122,D040,10
O084123,D188,2
O084124,D097,5
O084125,D187,3
O084126,D027,3
O084127,D063,3
O084128,D165,6
O084129,D057,10
O084130,D181,4
O084131,D181,8
O084132,D135,5
O084133,D022,10
O084134,D007,10
O084135,D102,6
O084136,D080,4
O084137,D161,9
O084138,D091,7
O084139,D009,10
O084140,D113,10
O084141,D179,9
O084142,D137,7
O084143,D011,3
O084144,D002,10
O084145,D084,5
O084146,D182,9
O084147,D184,1
O084148,D014,9
O084149,D156,2
O084150,D153,5
O084151,D032,8
O084152,D182,7
O084153,D007,7
O084154,D103,7
O084155,D032,8
O084156,D073,5
O084157,D132,2
O084158,D097,4
O084159,D085,4
O084160,D167,9
O084161,D083,7
O084162,D143,7
O084163,D192,1
O084164,D007,9
O084165,D169,7
O084166,D140,8
O084167,D070,4
O084168,D155,8
O084169,D178,6
O084170,D166,4
O084171,D153,6
O084172,D066,8
O084173,D078,2
O084174,D001,3
O084175,D182,9
O084176,D001,9
O084177,D082,1
O084178,D042,9
O084179,D059,5
O084180,D047,4
O084181,D100,4
O084182,D017,3
O084183,D098,2
O084184,D172,8
O084185,D065,7
O084186,D160,5
O084187,D117,6
O084188,D057,8
O084189,D014,3
O084190,D013,2
O084191,D187,10
O084192,D146,1
O084193,D004,4
O084194,D083,1
O084195,D087,1
O084196,D029,6
O084197,D081,4
O084198,D150,5
O084199,D111,7
O084200,D027,3
O084201,D075,9
O084202,D017,2
O084203,D079,8
O084204,D122,9
O084205,D079,8
O084206,D043,2
O084207,D160,4
O084208,D033,5
O084209,D147,10
O084210,D120,5
O084211,D037,10
O084212,D170,2
O084213,D058,10
O084214,D117,9
O084215,D019,2
O084216,D087,10
O084217,D177,7
O084218,D159,10
O084219,D172,8
O084220,D197,8
O084221,D064,2
O084222,D072,10
O084223,D049,5
O084224,D170,9
O084225,D017,8
O084226,D152,1
O084227,D147,1
O084228,D016,7
O084229,D082,4
O084230,D182,2
O084231,D075,8
O084232,D093,10
O084233,D023,7
O084234,D160,5
O084235,D018,5
O084236,D118,5
O084237,D138,2
O084238,D077,5
O084239,D070,1
O084240,D092,3
O084241,D141,1
O084242,D127,9
O084243,D057,8
O084244,D094,4
O084245,D116,2
O084246,D043,8
O084247,D027,6
O084248,D143,4
O084249,D182,7
O084250,D018,3
O084251,D111,9
O084252,D063,1
O084253,D069,5
O084254,D081,7
O084255,D124,6
O084256,D033,10
O084257,D127,2
O084258,D098,8
O084259,D127,10
O084260,D111,2
O084261,D128,2
O084262,D003,9
O084263,D187,6
O084264,D188,7
O084265,D023,6
O084266,D147,2
O084267,D016,10
O084268,D076,10
O084269,D072,9
O084270,D011,5
O084271,D036,10
O084272,D032,9
O084273,D118,6
O084274,D133,5
O084275,D139,8
O084276,D144,10
O084277,D147,4
O084278,D098,10
O084279,D044,8
O084280,D033,4
O084281,D122,2
O084282,D184,7
O084283,D029,1
O084284,D014,3
O084285,D096,10
O084286,D141,4
O084287,D047,1
O084288,D042,4
O084289,D165,1
O084290,D143,4
O084291,D061,1
O084292,D127,1
O084293,D142,3
O084294,D031,10
O084295,D127,5
O084296,D042,3
O084297,D194,7
O084298,D017,5
O084299,D065,2
O084300,D062,4
O084301,D195,5
O084302,D031,6
O084303,D138,5
O084304,D082,2
O084305,D022,1
O084306,D041,2
O084307,D106,5
O084308,D133,4
O084309,D050,2
O084310,D088,5
O084311,D097,7
O084312,D055,4
O084313,D163,3
O084314,D184,10
O084315,D035,6
O084316,D057,5
O084317,D120,9
O084318,D195,7
O084319,D071,5
O084320,D015,10
O084321,D195,2
O084322,D072,2
O084323,D195,5
O084324,D089,10
O084325,D137,4
O084326,D165,1
O084327,D063,9
O084328,D110,5
O084329,D198,2
O084330,D032,9
O084331,D050,9
O084332,D141,5
O084333,D023,9
O084334,D083,5
O084335,D008,5
O084336,D179,1
O084337,D095,7
O084338,D104,10
O084339,D155,1
O084340,D163,9
O084341,D071,8
O084342,D189,8
O084343,D021,5
O084344,D165,3
O084345,D042,1
O084346,D157,2
O084347,D095,6
O084348,D064,6
O084349,D046,3
O084350,D110,6
O084351,D077,1
O084352,D190,10
O084353,D008,6
O084354,D046,9
O084355,D037,6
O084356,D062,6
O084357,D107,2
O084358,D163,3
O084359,D198,9
O084360,D163,9
O084361,D198,3
O084362,D127,2
O084363,D099,10
O084364,D015,9
O084365,D112,9
O084366,D130,2
O084367,D144,1
O084368,D185,6
O084369,D140,3
O084370,D169,9
O084371,D012,2
O084372,D198,7
O084373,D186,10
O084374,D030,4
O084375,D037,4
O084376,D189,2
O084377,D029,7
O084378,D107,6
O084379,D085,5
O084380,D152,1
O084381,D092,3
O084382,D103,3
O084383,D118,3
O084384,D108,2
O084385,D080,3
O084386,D113,7
O084387,D099,1
O084388,D087,5
O084389,D112,9
O084390,D136,10
O084391,D077,1
O084392,D130,5
O084393,D145,4
O084394,D044,3
O084395,D184,2
O084396,D129,4
O084397,D187,1
O084398,D002,4
O084399,D109,4
O084400,D177,6
O084401,D120,9
O084402,D068,10
O084403,D051,4
O084404,D059,4
O084405,D034,3
O084406,D010,1
O084407,D154,6
O084408,D183,4
O084409,D120,2
O084410,D055,4
O084411,D011,4
O084412,D129,10
O084413,D193,5
O084414,D010,8
O084415,D192,4
O084416,D077,7
O084417,D069,5
O084418,D163,6
O084419,D107,10
O084420,D059,4
O084421,D090,4
O084422,D055,7
O084423,D105,1
O084424,D058,2
O084425,D097,8
O084426,D046,2
O084427,D194,4
O084428,D106,9
O084429,D191,7
O084430,D129,5
O084431,D021,6
O084432,D127,7
O084433,D066,6
O084434,D174,5
O084435,D019,10
O084436,D126,7
O084437,D161,2
O084438,D173,6
O084439,D069,6
O084440,D034,9
O084441,D149,5
O084442,D163,8
O084443,D097,1
O084444,D137,5
O084445,D185,4
O084446,D183,9
O084447,D057,7
O084448,D113,4
O084449,D037,2
O084450,D166,4
O084451,D013,3
O084452,D129,5
O084453,D044,6
O084454,D111,10
O084455,D012,10
O084456,D068,2
O084457,D167,2
O084458,D158,8
O084459,D089,10
O084460,D182,4
O084461,D046,10
O084462,D067,1
O084463,D193,6
O084464,D082,5
O084465,D099,4
O084466,D020,9
O084467,D198,9
O084468,D140,6
O084469,D137,5
O084470,D179,3
O084471,D037,5
O084472,D164,6
O084473,D010,7
O084474,D146,5
O084475,D099,3
O084476,D108,8
O084477,D194,2
O084478,D144,10
O084479,D133,7
O084480,D159,2
O084481,D170,8
O084482,D182,5
O084483,D165,7
O084484,D072,5
O084485,D042,5
O084486,D183,3
O084487,D132,4
O084488,D170,3
O084489,D067,6
O084490,D161,4
O084491,D007,4
O084492,D050,7
O084493,D107,6
O084494,D129,2
O084495,D057,8
O084496,D100,2
O084497,D151,8
O084498,D144,6
O084499,D067,6
O084500,D112,9
O084501,D097,4
O084502,D138,8
O084503,D092,6
O084504,D069,5
O084505,D177,7
O084506,D199,4
O084507,D188,2
O084508,D111,3
O084509,D017,1
O084510,D140,10
O084511,D098,9
O084512,D077,5
O084513,D024,8
O084514,D002,7
O084515,D022,8
O084516,D030,7
O084517,D118,10
O084518,D126,10
O084519,D147,10
O084520,D142,10
O084521,D140,5
O084522,D106,8
O084523,D091,2
O084524,D165,3
O084525,D105,9
O084526,D075,6
O084527,D047,9
O084528,D072,1
O084529,D171,8
O084530,D030,6
O084531,D101,5
O084532,D078,10
O084533,D085,10
O084534,D153,2
O084535,D105,6
O084536,D167,3
O084537,D175,7
O084538,D184,3
O084539,D058,1
O084540,D111,10
O084541,D078,4
O084542,D116,3
O084543,D012,8
O084544,D083,10
O084545,D074,10
O084546,D101,4
O084547,D131,5
O084548,D033,6
O084549,D029,4
O084550,D153,2
O084551,D010,4
O084552,D159,7
O084553,D198,3
O084554,D173,10
O084555,D193,9
O084556,D091,5
O084557,D073,6
O084558,D117,1
O084559,D188,10
O084560,D156,3
O084561,D091,1
O084562,D196,10
O084563,D195,9
O084564,D133,8
O084565,D086,3
O084566,D020,1
O084567,D147,10
O084568,D116,9
O084569,D112,7
O084570,D167,8
O084571,D158,3
O084572,D166,8
O084573,D069,5
O084574,D148,10
O084575,D177,8
O084576,D198,2
O084577,D002,4
O084578,D066,8
O084579,D031,6
O084580,D050,9
O084581,D127,5
O084582,D146,10
O084583,D066,2
O084584,D066,6
O084585,D101,1
O084586,D039,10
O084587,D071,7
O084588,D187,9
O084589,D149,7
O084590,D017,3
O084591,D141,4
O084592,D161,9
O084593,D050,7
O084594,D020,7
O084595,D022,8
O084596,D061,6
O084597,D178,2
O084598,D063,2
O084599,D168,7
O084600,D135,3
O084601,D008,5
O084602,D092,3
O084603,D144,5
O084604,D068,3
O084605,D137,10
O084606,D088,8
O084607,D132,3
O084608,D185,9
O084609,D153,8
O084610,D128,10
O084611,D022,1
O084612,D023,6
O084613,D114,6
O084614,D004,4
O084615,D090,10
O084616,D158,8
O084617,D074,6
O084618,D114,2
O084619,D180,3
O084620,D114,5
O084621,D127,7
O084622,D088,7
O084623,D051,1
O084624,D186,3
O084625,D143,4
O084626,D032,10
O084627,D053,6
O084628,D068,9
O084629,D004,5
O084630,D185,9
O084631,D011,4
O084632,D004,8
O084633,D072,10
O084634,D129,5
O084635,D082,9
O084636,D187,9
O084637,D011,2
O084638,D021,5
O084639,D149,2
O084640,D044,5
O084641,D054,2
O084642,D074,1
O084643,D080,1
O084644,D152,10
O084645,D012,3
O084646,D059,7
O084647,D036,4
O084648,D179,4
O084649,D110,9
O084650,D134,3
O084651,D012,3
O084652,D095,8
O084653,D064,7
O084654,D085,5
O084655,D024,9
O084656,D029,7
O084657,D069,4
O084658,D169,5
O084659,D090,5
O084660,D027,3
O084661,D025,9
O084662,D012,4
O084663,D107,1
O084664,D172,4
O084665,D164,10
O084666,D131,9
O084667,D018,9
O084668,D008,7
O084669,D116,6
O084670,D090,4
O084671,D132,5
O084672,D136,3
O084673,D184,1
O084674,D090,10
O084675,D015,3
O084676,D149,3
O084677,D095,4
O084678,D153,7
O084679,D045,5
O084680,D028,4
O084681,D023,8
O084682,D051,3
O084683,D093,2
O084684,D045,10
O084685,D189,9
O084686,D188,9
O084687,D009,6
O084688,D168,9
O084689,D065,6
O084690,D179,9
O084691,D196,7
O084692,D014,6
O084693,D172,6
O084694,D003,2
O084695,D120,9
O084696,D169,8
O084697,D143,2
O084698,D129,7
O084699,D158,1
O084700,D021,10
O084701,D193,6
O084702,D132,6
O084703,D102,10
O084704,D001,10
O084705,D077,2
O084706,D071,2
O084707,D063,9
O084708,D012,8
O084709,D110,10
O084710,D011,6
O084711,D173,2
O084712,D131,2
O084713,D170,6
O084714,D067,7
O084715,D092,7
O084716,D094,6
O084717,D101,3
O084718,D053,6
O084719,D072,5
O084720,D064,2
O084721,D098,2
O084722,D054,9
O084723,D114,3
O084724,D083,1
O084725,D008,10
O084726,D062,2
O084727,D158,5
O084728,D120,8
O084729,D017,4
O084730,D071,3
O084731,D074,2
O084732,D101,2
O084733,D059,4
O084734,D011,6
O084735,D104,2
O084736,D193,5
O084737,D180,10
O084738,D059,10
O084739,D021,8
O084740,D056,5
O084741,D185,8
O084742,D110,6
O084743,D077,2
O084744,D116,2
O084745,D050,7
O084746,D002,9
O084747,D066,7
O084748,D105,9
O084749,D088,9
O084750,D155,5
O084751,D051,8
O084752,D002,3
O084753,D164,3
O084754,D146,1
O084755,D058,6
O084756,D134,6
O084757,D099,10
O084758,D109,9
O084759,D185,7
O084760,D081,9
O084761,D112,2
O084762,D175,10
O084763,D054,4
O084764,D067,3
O084765,D105,10
O084766,D010,1
O084767,D011,8
O084768,D087,3
O084769,D117,5
O084770,D058,3
O084771,D171,3
O084772,D192,5
O084773,D110,1
O084774,D059,3
O084775,D018,3
O084776,D001,7
O084777,D101,5
O084778,D018,4
O084779,D129,3
O084780,D011,4
O084781,D070,3
O084782,D040,6
O084783,D072,2
O084784,D101,6
O084785,D157,5
O084786,D130,3
O084787,D134,4
O084788,D059,4
O084789,D012,6
O084790,D198,10
O084791,D042,3
O084792,D148,3
O084793,D128,4
O084794,D092,4
O084795,D081,10
O084796,D139,1
O084797,D030,7
O084798,D192,9
O084799,D091,7
O084800,D077,2
O084801,D082,9
O084802,D138,4
O084803,D024,6
O084804,D040,9
O084805,D072,1
O084806,D182,6
O084807,D019,3
O084808,D087,6
O084809,D127,3
O084810,D138,1
O084811,D117,1
O084812,D063,7
O084813,D148,1
O084814,D039,7
O084815,D177,10
O084816,D100,8
O084817,D175,9
O084818,D013,3
O084819,D163,4
O084820,D020,2
O084821,D114,4
O084822,D045,4
O084823,D100,1
O084824,D174,3
O084825,D009,6
O084826,D115,8
O084827,D024,9
O084828,D109,2
O084829,D065,10
O084830,D077,5
O084831,D031,4
O084832,D196,5
O084833,D012,5
O084834,D045,10
O084835,D175,3
O084836,D002,2
O084837,D177,2
O084838,D191,1
O084839,D169,6
O084840,D159,9
O084841,D069,3
O084842,D081,9
O084843,D077,2
O084844,D192,7
O084845,D092,10
O084846,D127,3
O084847,D005,1
O084848,D022,2
O084849,D005,8
O084850,D184,8
O084851,D125,10
O084852,D107,4
O084853,D045,5
O084854,D063,1
O084855,D012,6
O084856,D090,1
O084857,D147,5
O084858,D010,2
O084859,D107,1
O084860,D128,5
O084861,D090,10
O084862,D184,2
O084863,D129,7
O084864,D095,10
O084865,D024,8
O084866,D139,8
O084867,D011,10
O084868,D125,1
O084869,D004,7
O084870,D130,2
O084871,D170,1
O084872,D024,4
O084873,D019,6
O084874,D146,1
O084875,D193,6
O084876,D183,4
O084877,D086,7
O084878,D188,6
O084879,D007,8
O084880,D064,5
O084881,D019,6
O084882,D175,5
O084883,D131,2
O084884,D023,8
O084885,D101,1
O084886,D198,7
O084887,D103,9
O084888,D083,6
O084889,D051,10
O084890,D163,1
O084891,D198,3
O084892,D148,5
O084893,D013,1
O084894,D190,3
O084895,D113,4
O084896,D147,4
O084897,D170,6
O084898,D004,6
O084899,D064,8
O084900,D130,2
O084901,D169,7
O084902,D002,6
O084903,D007,1
O084904,D056,3
O084905,D140,2
O084906,D189,6
O084907,D143,5
O084908,D087,2
O084909,D023,9
O084910,D034,1
O084911,D188,5
O084912,D087,3
O084913,D120,8
O084914,D128,1
O084915,D064,4
O084916,D173,1
O084917,D135,5
O084918,D019,1
O084919,D156,7
O084920,D031,8
O084921,D125,1
O084922,D030,8
O084923,D196,6
O084924,D097,9
O084925,D197,9
O084926,D047,8
O084927,D012,5
O084928,D185,2
O084929,D056,3
O084930,D102,6
O084931,D094,7
O084932,D057,4
O084933,D151,4
O084934,D031,3
O084935,D174,7
O084936,D185,9
O084937,D073,7
O084938,D187,6
O084939,D040,2
O084940,D020,6
O084941,D187,6
O084942,D110,2
O084943,D188,6
O084944,D127,10
O084945,D056,5
O084946,D034,1
O084947,D100,8
O084948,D010,3
O084949,D146,6
O084950,D127,9
O084951,D042,10
O084952,D082,7
O084953,D038,10
O084954,D099,8
O084955,D154,7
O084956,D012,2
O084957,D139,8
O084958,D172,3
O084959,D031,1
O084960,D199,7
O084961,D175,5
O084962,D078,9
O084963,D173,8
O084964,D019,7
O084965,D137,5
O084966,D160,6
O084967,D183,7
O084968,D042,5
O084969,D099,9
O084970,D074,5
O084971,D071,7
O084972,D168,6
O084973,D077,4
O084974,D167,5
O084975,D179,3
O084976,D142,10
O084977,D146,3
O084978,D184,8
O084979,D071,10
O084980,D140,2
O084981,D019,9
O084982,D045,1
O084983,D032,7
O084984,D029,7
O084985,D020,3
O084986,D023,9
O084987,D087,3
O084988,D065,10
O084989,D054,1
O084990,D147,8
O084991,D173,1
O084992,D171,1
O084993,D050,3
O084994,D068,7
O084995,D174,9
O084996,D115,5
O084997,D092,7
O084998,D091,10
O084999,D127,6
O085000,D001,7
O085001,D186,1
O085002,D027,4
O085003,D179,7
O085004,D005,2
O085005,D197,5
O085006,D196,9
O085007,D070,8
O085008,D093,9
O085009,D188,5
O085010,D102,7
O085011,D092,3
O085012,D173,9
O085013,D001,3
O085014,D085,7
O085015,D187,1
O085016,D040,9
O085017,D168,9
O085018,D161,3
O085019,D110,10
O085020,D044,3
O085021,D033,1
O085022,D175,9
O085023,D010,4
O085024,D188,4
O085025,D129,2
O085026,D013,1
O085027,D106,3
O085028,D088,1
O085029,D033,9
O085030,D062,3
O085031,D073,7
O085032,D066,3
O085033,D064,6
O085034,D143,3
O085035,D125,8
O085036,D050,9
O085037,D160,9
O085038,D098,10
O085039,D125,1
O085040,D108,3
O085041,D087,5
O085042,D127,2
O085043,D097,3
O085044,D088,6
O085045,D098,6
O085046,D142,4
O085047,D039,4
O085048,D083,10
O085049,D078,5
O085050,D097,2
O085051,D093,3
O085052,D134,3
O085053,D197,8
O085054,D137,7
O085055,D149,5
O085056,D059,4
O085057,D143,3
O085058,D088,2
O085059,D185,6
O085060,D102,4
O085061,D074,5
O085062,D160,6
O085063,D042,8
O085064,D113,1
O085065,D070,8
O085066,D182,4
O085067,D128,5
O085068,D092,9
O085069,D022,8
O085070,D009,1
O085071,D193,9
O085072,D034,9
O085073,D129,5
O085074,D120,6
O085075,D105,9
O085076,D023,4
O085077,D152,9
O085078,D094,3
O085079,D003,7
O085080,D016,6
O085081,D156,9
O085082,D068,9
O085083,D070,6
O085084,D022,10
O085085,D130,8
O085086,D088,8
O085087,D166,1
O085088,D017,6
O085089,D130,8
O085090,D024,1
O085091,D070,3
O085092,D093,9
O085093,D092,9
