DORDER_ID,TIME_DELIVERY,DATE_DELIVERY
O076175,17:58:20,2021-05-12
O076177,18:27:03,2018-05-17
O076178,18:58:58,2011-01-02
O076179,11:58:15,2024-11-21
O076180,11:16:45,2016-06-08
O076183,09:04:23,2019-06-24
O076184,09:06:29,2020-11-04
O076186,14:17:21,2019-08-01
O076188,11:50:27,2020-09-11
O076195,06:41:11,2024-05-01
O076198,08:41:37,2023-09-01
O076205,14:57:27,2018-04-21
O076211,08:36:56,2024-07-17
O076218,15:06:23,2018-08-27
O076219,12:26:44,2019-01-11
O076223,17:01:08,2020-05-23
O076224,09:01:02,2011-02-28
O076226,15:56:39,2023-09-05
O076227,18:49:47,2024-11-23
O076230,12:54:20,2024-10-09
O076231,15:15:05,2024-07-21
O076232,16:04:01,2002-02-16
O076233,07:26:25,2024-03-06
O076238,09:04:29,2015-06-20
O076240,14:32:12,2023-09-07
O076241,08:19:23,2024-02-02
O076242,14:25:24,2023-05-05
O076244,11:25:11,2023-09-28
O076245,07:08:18,2003-12-04
O076246,08:06:38,2017-01-10
O076247,15:09:39,2016-01-07
O076253,12:19:30,2016-04-08
O076257,09:57:14,2013-01-31
O076259,10:33:51,2020-10-29
O076263,12:32:03,2024-02-14
O076265,14:36:41,2015-06-29
O076270,18:24:10,2015-11-24
O076271,14:59:46,2021-01-03
O076274,07:53:00,2017-11-27
O076275,17:14:24,2018-11-12
O076277,18:23:43,2023-06-12
O076278,18:41:58,2024-10-27
O076280,18:35:29,2018-03-03
O076283,18:28:13,2022-08-29
O076286,07:18:06,2024-08-22
O076287,12:28:43,2011-02-14
O076294,16:33:20,2022-02-19
O076295,15:55:56,2024-05-04
O076302,16:30:37,2012-05-06
O076303,12:09:58,2020-07-22
O076304,15:48:57,2018-05-27
O076305,12:00:16,2022-09-30
O076308,07:48:24,2022-07-05
O076313,07:54:28,2024-10-24
O076314,11:12:30,2024-11-18
O076317,09:17:08,2023-06-30
O076319,11:44:49,2023-01-23
O076321,09:20:03,2010-12-27
O076327,16:26:26,2022-01-16
O076329,17:19:16,2021-03-02
O076331,06:41:17,2018-11-28
O076332,18:16:47,2020-03-26
O076335,18:50:43,2022-01-29
O076340,10:47:52,2020-07-10
O076343,10:43:28,2024-05-06
O076356,13:11:26,2008-12-14
O076360,12:21:00,2016-03-16
O076362,15:44:22,2018-10-30
O076363,10:26:48,2022-12-06
O076365,18:51:49,2015-08-21
O076366,09:31:18,2020-03-26
O076371,11:54:59,2021-02-21
O076374,17:12:11,2012-07-08
O076376,15:11:19,2023-08-06
O076380,10:49:57,2024-11-29
O076381,10:52:35,2021-09-16
O076383,13:00:07,2015-06-14
O076386,10:40:11,2014-08-14
O076395,08:40:44,2018-05-24
O076396,06:32:15,2023-06-26
O076399,11:10:56,2024-11-24
O076405,12:46:56,2020-04-08
O076407,15:36:10,2012-06-01
O076410,16:41:48,2012-06-09
O076411,13:07:33,2008-02-14
O076412,15:33:09,2023-11-20
O076418,07:29:52,2018-11-04
O076419,17:24:15,2022-10-22
O076423,15:22:03,2019-07-23
O076424,07:54:59,2021-05-30
O076425,09:00:24,2021-05-10
O076427,09:46:58,2014-12-19
O076428,13:33:31,2022-10-24
O076429,18:22:11,2007-03-22
O076430,11:04:16,2023-11-03
O076436,18:49:05,2024-02-19
O076437,14:18:52,2023-11-06
O076439,17:12:23,2010-08-04
O076441,18:01:20,2017-12-15
O076446,12:46:58,2016-04-18
O076447,12:48:04,2023-06-28
O076455,12:10:33,2024-10-14
O076457,15:00:05,2024-08-28
O076461,09:43:18,2022-12-20
O076462,08:40:51,2016-11-21
O076466,11:19:35,2017-03-28
O076468,15:31:49,2020-03-21
O076475,18:56:33,2020-04-26
O076476,18:55:54,2017-02-11
O076477,10:49:44,2013-04-14
O076478,14:51:05,2015-09-27
O076481,15:49:57,2018-12-13
O076482,11:05:12,2017-08-23
O076487,09:21:26,2015-04-30
O076489,07:11:02,2011-11-26
O076490,11:55:45,2017-04-24
O076498,18:08:24,2001-06-06
O076500,11:49:49,2013-07-15
O076502,14:27:30,2008-11-12
O076503,15:55:04,2012-04-11
O076504,10:28:23,2019-07-30
O076505,11:33:02,2020-11-02
O076508,17:02:24,2023-08-04
O076509,12:33:53,2014-09-01
O076511,10:41:01,2024-07-22
O076514,18:47:46,2021-02-03
O076515,12:01:12,2021-03-19
O076519,06:44:46,2020-03-26
O076524,08:03:22,2013-11-13
O076526,10:51:09,2022-09-21
O076529,14:44:53,2019-10-05
O076531,10:43:20,2015-01-02
O076534,17:32:45,2020-10-20
O076540,07:38:50,2017-01-30
O076542,10:15:16,2020-08-06
O076547,11:09:26,2007-04-19
O076549,13:31:17,2024-12-08
O076553,10:29:31,2024-08-26
O076556,13:45:12,2024-12-19
O076557,16:52:50,2014-08-30
O076560,12:21:52,2016-05-18
O076566,15:17:54,2017-07-17
O076567,11:54:59,2024-03-13
O076571,15:39:44,2015-07-01
O076574,11:27:10,2013-07-18
O076575,18:32:22,2019-11-10
O076576,13:40:10,2024-02-20
O076580,17:47:31,2024-11-11
O076583,17:12:05,2022-12-03
O076584,15:58:46,2019-09-26
O076589,17:11:54,2023-03-16
O076590,09:32:32,2016-11-06
O076592,09:00:38,2022-11-07
O076593,16:45:51,2024-10-26
O076598,15:23:34,2016-01-19
O076604,10:01:22,2024-06-11
O076612,13:14:18,2017-07-20
O076617,09:56:10,2011-02-18
O076618,12:06:20,2020-12-20
O076621,08:01:17,2023-06-01
O076623,08:28:30,2007-10-23
O076626,14:07:48,2013-07-09
O076632,07:24:34,2022-10-12
O076636,15:41:54,2020-10-11
O076638,11:06:05,2004-04-30
O076641,10:37:44,2024-04-28
O076642,07:36:12,2011-07-14
O076645,17:16:53,2024-08-28
O076650,08:08:28,2024-11-21
O076651,16:13:19,2015-09-28
O076652,12:33:56,2024-08-21
O076654,18:50:13,2013-05-31
O076662,17:28:50,2003-01-13
O076670,13:39:57,2024-09-05
O076672,15:14:17,2010-11-11
O076673,18:38:20,2010-11-22
O076674,12:19:24,2019-07-23
O076675,09:29:31,2022-01-26
O076678,11:05:28,2006-06-16
O076680,09:57:20,2022-05-23
O076681,12:37:35,2022-05-21
O076687,08:14:34,2023-02-18
O076689,11:49:12,2010-04-14
O076690,17:48:16,2022-08-04
O076692,16:46:59,2021-02-22
O076693,12:44:25,2021-05-31
O076694,09:05:41,2010-05-24
O076698,13:21:01,2012-12-04
O076701,13:38:40,2023-03-09
O076705,16:16:36,2021-05-26
O076712,12:56:45,2012-06-14
O076720,07:45:41,2008-11-24
O076722,08:33:16,2014-08-03
O076727,14:51:16,2024-06-05
O076728,12:18:16,2024-08-19
O076730,17:56:59,2013-05-23
O076731,08:01:38,2023-11-04
O076735,17:18:41,2024-12-02
O076736,09:39:29,2014-01-08
O076745,11:12:48,2024-11-03
O076750,10:23:48,2020-05-20
O076753,12:50:37,2016-11-21
O076754,16:12:24,2023-09-11
O076755,12:28:31,2008-07-10
O076764,17:51:14,2022-02-11
O076766,14:59:34,2024-11-24
O076767,16:25:25,2008-05-23
O076768,08:49:49,2024-07-28
O076769,15:07:47,2016-09-27
O076774,17:13:05,2017-11-15
O076778,09:48:37,2017-08-29
O076779,09:59:06,2024-06-06
O076783,18:08:07,2022-08-20
O076784,12:17:51,2024-08-29
O076786,15:38:02,2001-10-09
O076793,10:35:13,2013-12-07
O076796,14:15:39,2011-09-10
O076805,13:14:32,2011-10-23
O076806,14:13:42,2024-09-21
O076808,13:53:41,2024-10-28
O076809,13:19:33,2019-11-19
O076813,18:12:17,2018-10-12
O076818,15:00:12,2022-09-12
O076822,14:25:16,2024-03-13
O076831,12:24:07,2023-09-01
O076835,08:29:00,2022-10-16
O076837,08:57:38,2024-09-01
O076838,14:52:57,2021-10-18
O076840,15:48:26,2016-05-25
O076844,16:47:45,2024-01-15
O076847,07:22:53,2008-07-24
O076849,08:34:01,2023-06-25
O076851,09:21:39,2024-10-26
O076854,08:15:43,2022-08-29
O076856,18:24:44,2021-08-22
O076857,10:02:53,2022-03-22
O076858,15:12:05,2020-06-08
O076861,13:34:31,2019-07-02
O076863,18:27:35,2019-12-31
O076866,17:05:38,2010-11-23
O076869,09:32:30,2021-07-19
O076871,14:08:27,2009-05-07
O076875,13:57:02,2017-02-02
O076878,12:48:20,2005-01-24
O076887,09:37:54,2021-02-04
O076893,16:51:11,2023-10-12
O076894,13:08:50,2024-07-30
O076895,15:45:32,2013-01-07
O076898,09:27:06,2022-12-16
O076902,15:17:10,2020-09-16
O076903,16:31:38,2023-11-04
O076906,07:35:15,2014-07-10
O076907,07:36:15,2016-12-01
O076909,13:53:56,2008-03-01
O076915,16:26:25,2024-05-15
O076923,17:09:46,2022-10-09
O076924,17:17:54,2024-05-14
O076925,12:02:10,2022-11-17
O076928,15:33:03,2021-01-03
O076933,11:26:43,2024-04-01
O076934,16:16:36,2024-08-08
O076935,09:07:01,2013-09-19
O076936,16:35:25,2019-02-04
O076938,07:11:11,2009-04-30
O076943,15:30:04,2013-10-20
O076944,07:24:32,2010-05-28
O076946,16:38:38,2024-02-11
O076947,12:46:38,2017-07-11
O076948,12:14:21,2006-06-01
O076950,18:35:35,2021-09-14
O076953,10:46:59,2013-06-16
O076954,10:29:50,2009-06-14
O076957,08:04:03,2019-04-10
O076960,14:41:49,2015-01-04
O076961,07:16:19,2019-04-09
O076964,10:21:02,2014-01-07
O076967,07:14:49,2012-05-14
O076975,10:38:31,2010-08-23
O076976,10:16:27,2013-11-09
O076977,15:24:43,2012-04-08
O076980,14:48:16,2016-12-20
O076981,14:30:32,2021-04-14
O076984,16:48:03,2018-11-16
O076991,13:55:23,2012-01-30
O076995,10:39:48,2024-05-09
O076996,07:52:01,2016-02-17
O076997,11:46:42,2024-10-10
O076999,08:52:44,2018-07-16
O077003,09:09:01,2015-12-14
O077009,09:54:52,2024-06-01
O077010,17:18:21,2009-01-13
O077011,13:50:25,2017-11-11
O077012,07:11:47,2015-11-29
O077015,17:00:28,2023-02-10
O077016,06:31:39,2022-09-26
O077020,18:21:10,2022-06-11
O077024,17:33:22,2019-03-28
O077025,10:19:37,2005-01-16
O077035,07:02:35,2022-05-24
O077036,17:33:09,2018-02-21
O077037,17:51:28,2024-07-05
O077038,17:00:08,2023-07-10
O077040,11:19:12,2015-12-03
O077042,18:28:14,2006-09-28
O077046,16:09:48,2023-11-05
O077047,09:11:02,2023-11-02
O077050,10:16:12,2008-05-08
O077056,13:59:12,2023-09-29
O077063,13:21:29,2017-01-13
O077071,14:47:23,2024-08-04
O077076,09:07:21,2018-05-29
O077078,10:03:34,2021-05-17
O077080,16:51:11,2021-07-04
O077081,18:40:09,2016-03-03
O077084,11:11:11,2001-08-07
O077085,14:14:52,2023-08-27
O077086,17:11:59,2020-04-22
O077087,11:41:25,2013-07-12
O077096,14:45:15,2015-06-03
O077099,14:27:31,2021-03-14
O077100,08:00:28,2010-11-30
O077102,07:56:24,2019-12-08
O077103,08:07:28,2023-04-06
O077104,10:39:00,2017-08-22
O077106,09:07:17,2022-12-15
O077112,12:44:15,2010-10-01
O077121,11:25:54,2019-10-27
O077123,10:39:56,2012-07-22
O077124,07:38:10,2023-12-26
O077143,09:32:40,2019-07-14
O077148,09:14:17,2022-08-03
O077151,12:40:06,2024-03-15
O077152,16:27:42,2006-05-07
O077156,18:18:05,2006-06-09
O077159,11:08:30,2021-06-19
O077160,14:41:48,2019-07-26
O077161,10:23:17,2021-05-05
O077164,18:30:49,2007-04-06
O077166,09:35:19,2012-06-23
O077178,13:52:23,2011-11-20
O077184,16:56:04,2007-12-14
O077187,10:57:43,2017-05-05
O077190,14:22:32,2022-07-15
O077191,16:42:06,2023-01-10
O077192,16:35:26,2008-04-18
O077197,11:58:03,2023-04-21
O077200,07:53:57,2022-11-20
O077203,10:33:16,2007-04-03
O077204,10:46:36,2024-10-31
O077207,12:47:37,2011-09-07
O077212,18:42:49,2017-06-03
O077217,17:14:39,2007-08-31
O077219,13:13:01,2019-03-25
O077224,13:32:37,2024-11-02
O077225,12:08:43,2021-03-18
O077226,17:47:49,2020-01-08
O077227,12:01:08,2011-03-17
O077229,13:02:39,2023-02-12
O077233,06:41:45,2012-07-01
O077239,12:45:51,2021-11-29
O077240,07:18:21,2014-12-15
O077241,17:12:58,2018-11-10
O077244,17:54:29,2015-03-20
O077247,08:19:58,2005-03-17
O077248,14:05:14,2022-06-27
O077251,08:11:34,2004-02-05
O077255,13:24:20,2016-03-22
O077259,15:32:58,2011-05-03
O077260,15:59:45,2020-06-12
O077261,17:27:55,2011-04-19
O077264,14:52:45,2022-08-18
O077265,13:07:41,2021-03-27
O077266,16:17:56,2002-03-02
O077269,08:48:54,2005-01-25
O077271,10:46:14,2014-03-29
O077272,10:22:06,2021-03-30
O077273,09:22:15,2016-06-22
O077275,18:53:41,2021-11-23
O077276,16:24:49,2020-12-11
O077278,09:55:58,2017-02-28
O077280,10:36:35,2021-02-05
O077283,08:18:16,2024-09-07
O077285,13:46:35,2023-09-27
O077287,16:07:12,2010-10-30
O077292,08:19:20,2017-05-12
O077304,09:22:03,2019-09-28
O077305,16:44:56,2022-04-11
O077309,16:12:31,2021-12-11
O077312,15:22:26,2024-11-01
O077325,11:29:16,2012-06-15
O077327,14:55:49,2013-05-18
O077328,10:03:13,2024-10-28
O077330,13:19:50,2009-02-09
O077331,15:34:02,2012-04-03
O077332,08:03:11,2024-02-20
O077339,16:22:41,2024-11-22
O077341,08:11:52,2013-10-05
O077342,07:00:27,2012-04-23
O077343,11:36:46,2010-06-15
O077350,13:59:29,2018-01-18
O077360,10:20:31,2016-12-13
O077361,07:34:30,2005-12-20
O077365,15:09:39,2022-10-08
O077366,12:33:24,2012-12-20
O077367,17:17:55,2017-06-11
O077371,11:55:12,2019-01-18
O077372,15:26:15,2023-03-17
O077373,09:47:18,2018-06-01
O077377,11:26:30,2004-03-06
O077379,17:39:48,2016-08-13
O077382,07:59:47,2023-10-09
O077383,07:34:26,2024-04-29
O077386,06:41:26,2004-08-01
O077387,12:19:08,2019-01-26
O077388,08:24:44,2022-06-06
O077390,10:35:01,2023-05-26
O077391,18:33:58,2018-03-07
O077394,14:40:26,2019-10-17
O077396,08:42:28,2015-01-28
O077397,13:46:42,2022-06-30
O077400,07:08:03,2022-08-31
O077401,13:54:03,2022-07-13
O077402,09:56:06,2014-01-24
O077403,08:08:29,2024-10-07
O077413,18:16:53,2016-10-11
O077414,06:38:11,2023-11-23
O077415,15:50:20,2000-02-22
O077417,10:44:25,2024-08-04
O077418,07:02:56,2023-07-22
O077420,09:30:34,2021-04-03
O077422,15:50:41,2007-07-10
O077425,16:34:55,2024-10-17
O077427,09:42:28,2023-12-28
O077429,09:20:43,2011-02-01
O077430,15:23:22,2023-10-23
O077433,07:21:26,2020-03-24
O077434,13:54:40,2022-01-04
O077435,08:17:13,2017-08-05
O077436,15:10:43,2013-05-29
O077438,07:07:44,2012-07-19
O077441,16:17:19,2024-07-19
O077443,07:06:25,2024-07-07
O077445,16:24:01,2010-03-25
O077446,14:26:33,2021-09-25
O077447,09:28:34,2018-10-06
O077448,16:19:22,2023-09-23
O077452,13:51:08,2021-06-07
O077453,08:09:48,2002-02-09
O077454,15:57:26,2015-06-09
O077457,06:34:47,2019-06-10
O077458,14:20:09,2010-04-04
O077460,14:49:24,2023-02-23
O077467,15:16:40,2014-01-03
O077470,18:02:41,2018-03-31
O077471,18:29:22,2024-06-03
O077472,10:35:56,2022-09-06
O077475,15:47:49,2013-08-08
O077477,11:37:33,2019-01-07
O077479,13:52:59,2023-08-30
O077480,07:46:44,2012-09-30
O077483,10:41:20,2012-12-30
O077484,16:00:05,2021-03-09
O077487,08:00:42,2024-10-26
O077494,12:31:16,2019-10-13
O077497,12:24:19,2023-10-05
O077498,12:28:07,2023-08-15
O077503,09:17:07,2013-08-12
O077515,11:20:58,2022-12-11
O077517,15:01:46,2023-09-30
O077524,17:15:04,2024-08-16
O077525,14:06:39,2017-09-09
O077535,13:56:27,2014-07-16
O077537,11:18:07,2021-10-03
O077540,17:54:07,2021-09-07
O077541,09:03:06,2024-04-12
O077544,07:30:53,2024-08-25
O077550,10:49:42,2021-09-26
O077557,13:52:36,2024-11-29
O077561,06:44:19,2009-04-09
O077563,14:27:57,2021-05-03
O077564,18:00:54,2024-06-13
O077566,09:00:22,2008-07-29
O077568,15:27:14,2015-01-07
O077569,11:39:48,2023-04-16
O077570,17:14:07,2010-05-19
O077572,16:55:49,2023-04-08
O077575,15:37:10,2003-01-08
O077577,08:47:57,2020-12-27
O077578,16:19:09,2021-09-02
O077579,12:13:10,2024-09-26
O077581,07:49:40,2024-02-09
O077582,14:06:40,2009-01-11
O077585,14:28:32,2013-01-04
O077590,06:35:28,2024-09-20
O077594,07:54:51,2022-07-20
O077598,15:07:49,2013-03-22
O077605,16:15:24,2020-10-16
O077608,16:10:56,2022-07-03
O077610,14:25:55,2024-11-20
O077612,09:59:08,2020-11-13
O077614,10:58:54,2013-04-10
O077616,09:41:32,2014-03-12
O077618,07:11:59,2013-06-29
O077622,17:13:28,2022-07-29
O077625,08:54:02,2021-12-06
O077628,11:54:12,2022-12-23
O077632,06:53:58,2019-09-12
O077634,16:22:30,2007-08-04
O077636,08:48:02,2021-11-21
O077637,15:01:10,2010-09-25
O077644,06:33:58,2024-06-07
O077647,08:52:44,2024-07-18
O077648,12:49:46,2019-07-22
O077650,10:50:00,2020-08-18
O077651,18:50:46,2024-12-06
O077652,13:09:04,2019-06-17
O077655,13:45:14,2010-02-11
O077656,07:36:00,2018-08-11
O077662,09:53:41,2017-12-31
O077664,08:20:50,2021-01-12
O077666,12:58:12,2023-04-27
O077670,06:44:40,2024-08-07
O077671,10:23:56,2021-09-21
O077673,15:56:03,2013-05-04
O077678,11:42:06,2011-12-02
O077683,16:48:34,2019-11-30
O077687,13:12:05,2020-12-16
O077688,18:54:56,2019-01-10
O077690,11:30:49,2022-05-29
O077695,15:27:37,2022-04-01
O077699,13:10:48,2015-11-11
O077704,15:59:40,2010-11-09
O077705,11:50:38,2019-04-24
O077712,15:42:47,2023-03-22
O077719,15:46:52,2017-01-28
O077732,13:11:43,2015-01-16
O077733,17:54:39,2020-07-13
O077735,09:14:52,2000-03-27
O077738,18:11:28,2019-10-20
O077740,15:03:36,2024-11-08
O077743,06:38:39,2003-09-14
O077751,15:26:45,2015-11-14
O077754,17:23:04,2022-12-22
O077755,12:24:31,2020-04-18
O077758,08:12:29,2009-08-26
O077761,10:30:46,2013-05-04
O077762,16:21:03,2013-07-16
O077763,14:00:43,2021-10-03
O077767,14:00:38,2018-05-05
O077768,14:37:11,2024-11-13
O077773,15:20:40,2023-04-17
O077775,18:07:42,2018-02-13
O077779,11:34:56,2024-08-20
O077786,12:56:49,2020-04-12
O077788,06:54:36,2023-08-21
O077798,11:45:33,2022-09-26
O077799,09:37:09,2009-09-27
O077804,09:00:44,2008-03-04
O077808,11:10:29,2022-09-07
O077809,09:19:47,2023-12-13
O077814,14:42:21,2018-06-22
O077815,08:59:43,2014-07-20
O077816,11:05:09,2020-03-04
O077819,14:19:11,2023-12-03
O077822,11:29:38,2021-08-12
O077824,13:46:31,2019-04-08
O077825,13:48:16,2021-11-17
O077829,15:08:58,2011-04-14
O077830,16:03:47,2016-08-26
O077832,17:48:55,2020-04-26
O077833,11:00:40,2019-07-02
O077835,14:57:06,2016-11-22
O077841,17:19:24,2015-02-13
O077842,16:46:18,2022-10-26
O077851,14:43:21,2021-02-05
O077854,12:24:56,2022-08-14
O077862,13:51:56,2024-12-15
O077866,12:56:57,2003-09-19
O077867,17:56:02,2019-04-07
O077869,08:25:02,2019-08-11
O077875,15:41:42,2013-10-10
O077878,12:57:15,2021-05-17
O077879,09:07:41,2018-02-13
O077883,15:24:10,2024-12-13
O077884,07:18:23,2007-03-13
O077887,07:31:50,2021-04-27
O077888,16:02:19,2020-06-15
O077892,18:39:50,2016-10-07
O077893,10:02:57,2021-01-24
O077894,14:36:39,2015-10-02
O077896,09:55:58,2024-04-15
O077902,15:36:21,2014-11-01
O077904,14:02:46,2020-08-09
O077909,13:30:24,2013-01-17
O077913,14:05:03,2023-08-26
O077918,09:57:56,2017-05-29
O077919,08:23:14,2013-07-01
O077920,08:53:03,2013-12-21
O077922,07:39:41,2022-12-23
O077924,16:44:32,2022-10-13
O077927,17:32:59,2019-11-27
O077929,07:38:32,2013-05-13
O077932,08:43:44,2015-10-25
O077934,10:52:28,2024-12-14
O077935,08:36:57,2023-01-03
O077942,06:30:45,2019-06-19
O077954,14:35:36,2024-10-24
O077959,17:13:25,2015-11-04
O077962,14:24:25,2023-08-06
O077975,07:57:05,2023-03-20
O077979,15:46:27,2006-05-25
O077984,06:40:47,2004-04-10
O077985,13:20:45,2005-06-12
O077986,09:26:24,2023-05-26
O077991,18:05:23,2023-06-27
O077993,12:14:40,2024-08-18
O077998,10:10:25,2024-11-28
O078001,08:10:13,2017-01-18
O078005,13:16:42,2024-08-14
O078009,17:25:36,2023-03-19
O078021,07:35:22,2022-12-09
O078024,09:00:52,2024-08-08
O078027,15:00:27,2019-04-02
O078036,06:35:57,2022-07-18
O078040,18:10:24,2019-05-27
O078042,06:55:29,2000-11-27
O078046,14:26:37,2008-04-09
O078049,09:50:14,2017-01-13
O078052,18:59:49,2022-04-27
O078053,18:18:17,2023-04-01
O078054,13:09:43,2010-06-23
O078055,11:31:32,2019-10-17
O078057,12:08:52,2024-12-15
O078058,15:42:21,2020-06-18
O078060,08:20:52,2022-12-12
O078064,12:09:55,2023-10-14
O078065,17:03:57,2023-05-10
O078074,11:37:49,2015-01-17
O078075,10:26:53,2024-01-21
O078076,12:28:23,2019-06-22
O078081,10:33:12,2017-07-22
O078087,06:31:49,2022-07-06
O078089,09:42:07,2024-02-27
O078091,18:27:13,2017-04-14
O078092,17:55:47,2010-09-19
O078094,07:18:51,2022-04-04
O078098,10:30:00,2018-10-01
O078102,17:28:38,2022-10-24
O078103,16:59:16,2009-01-22
O078105,07:41:24,2016-09-21
O078109,09:54:36,2023-08-11
O078112,07:56:04,2016-12-24
O078115,07:43:09,2013-08-07
O078117,08:13:26,2017-01-22
O078122,18:28:39,2016-04-27
O078129,13:08:05,2022-06-05
O078130,13:47:54,2018-04-17
O078131,16:48:32,2022-07-19
O078137,14:08:33,2011-08-07
O078138,09:35:03,2023-05-03
O078139,17:39:17,2024-03-19
O078146,18:38:17,2023-07-03
O078158,17:42:25,2022-01-15
O078167,14:28:02,2018-09-25
O078171,16:42:10,2022-08-15
O078172,11:12:59,2024-06-10
O078174,17:58:38,2021-03-07
O078175,08:14:17,2013-06-21
O078176,17:01:25,2010-11-26
O078177,15:33:55,2022-12-31
O078183,17:57:27,2023-06-24
O078184,10:33:51,2013-07-21
O078188,11:21:36,2013-02-08
O078189,11:53:56,2018-04-07
O078191,14:46:49,2018-12-09
O078193,14:35:20,2011-11-26
O078195,12:49:07,2021-01-15
O078201,18:36:18,2019-04-26
O078208,13:30:08,2019-01-06
O078209,12:48:43,2022-11-15
O078212,12:01:52,2021-07-18
O078213,10:20:55,2019-01-19
O078215,06:58:08,2018-01-13
O078216,13:58:00,2012-02-03
O078221,18:59:51,2020-11-24
O078228,12:18:25,2017-05-01
O078229,11:23:51,2023-01-03
O078233,17:34:41,2020-06-24
O078234,18:22:55,2021-07-25
O078240,17:03:57,2019-03-30
O078243,12:02:54,2002-08-27
O078244,16:44:40,2019-09-01
O078245,08:43:04,2015-12-24
O078247,08:50:56,2011-08-27
O078248,08:43:10,2002-08-22
O078250,17:36:53,2020-06-04
O078263,11:45:21,2016-09-05
O078269,16:38:15,2024-12-04
O078270,06:30:31,2008-12-31
O078273,06:31:36,2022-06-12
O078275,06:56:50,2020-07-12
O078284,15:46:19,2013-01-11
O078285,17:05:20,2010-04-04
O078287,14:27:34,2022-05-20
O078292,14:41:22,2023-01-27
O078293,07:15:32,2023-03-05
O078300,12:44:18,2009-06-09
O078304,15:28:41,2022-11-24
O078308,16:25:26,2022-06-30
O078309,07:50:10,2007-07-29
O078310,11:43:21,2024-02-28
O078312,16:03:17,2009-08-02
O078313,08:44:05,2024-06-09
O078319,09:13:19,2007-07-06
O078320,16:33:58,2017-07-01
O078322,12:28:23,2024-08-20
O078323,10:31:53,2018-05-26
O078334,07:03:39,2014-08-17
O078338,14:43:33,2024-08-10
O078339,08:55:37,2023-01-14
O078340,12:22:05,2024-12-06
O078341,12:29:15,2021-10-31
O078342,18:56:07,2019-05-10
O078348,09:29:56,2020-02-18
O078351,17:38:26,2022-08-03
O078354,09:07:21,2023-01-06
O078355,11:18:18,2006-07-26
O078356,14:16:54,2012-10-15
O078358,18:48:47,2017-12-05
O078360,18:40:10,2023-07-11
O078363,09:06:36,2017-05-11
O078364,10:53:36,2021-11-06
O078370,08:08:59,2024-04-21
O078371,16:55:26,2005-06-11
O078372,09:56:15,2003-04-20
O078373,12:34:30,2014-05-24
O078374,12:08:56,2006-08-10
O078376,12:01:22,2000-05-13
O078381,07:41:28,2024-06-17
O078386,06:56:52,2014-03-16
O078387,07:36:23,2011-03-14
O078393,13:29:32,2010-02-28
O078394,11:11:11,2022-10-02
O078408,10:44:07,2004-10-22
O078409,09:00:23,2023-04-20
O078412,17:19:32,2021-12-12
O078413,11:09:02,2013-07-28
O078418,13:28:11,2022-10-10
O078422,10:31:01,2011-09-24
O078424,07:54:43,2015-01-07
O078425,09:49:42,2021-10-15
O078428,14:11:55,2023-03-06
O078430,17:09:04,2016-02-06
O078431,10:39:40,2024-10-31
O078432,06:38:27,2023-11-19
O078436,17:53:13,2018-05-11
O078438,17:24:59,2014-10-30
O078440,15:39:12,2020-08-27
O078443,10:43:10,2024-06-19
O078447,13:02:22,2017-12-09
O078453,12:14:45,2015-06-13
O078454,17:39:27,2019-09-27
O078457,18:09:37,2022-09-06
O078461,16:10:10,2016-10-07
O078463,12:40:10,2020-02-27
O078466,18:25:04,2010-09-22
O078469,08:13:23,2020-02-08
O078472,10:22:14,2011-12-03
O078473,09:29:14,2022-02-20
O078479,17:09:43,2015-05-03
O078480,12:04:52,2023-11-13
O078482,15:13:22,2024-11-10
O078488,13:47:50,2024-11-22
O078489,07:21:35,2020-04-07
O078492,17:00:17,2017-05-16
O078493,15:28:59,2014-10-13
O078494,09:13:12,2012-04-04
O078496,14:01:57,2015-09-29
O078500,13:36:36,2022-04-23
O078504,09:54:39,2019-11-21
O078507,14:47:50,2021-10-23
O078511,10:05:20,2021-05-28
O078513,07:54:27,2021-10-20
O078518,09:46:22,2010-06-27
O078523,14:24:05,2022-09-02
O078525,14:12:56,2024-01-01
O078526,10:34:12,2023-09-07
O078528,15:05:22,2022-12-16
O078535,12:14:00,2014-08-04
O078536,08:46:27,2024-03-12
O078538,06:47:51,2018-03-18
O078548,17:17:02,2020-03-18
O078553,15:13:44,2022-09-16
O078554,08:07:35,2024-08-05
O078556,06:57:12,2014-09-12
O078557,06:38:34,2024-09-04
O078558,16:23:20,2024-11-28
O078560,07:32:22,2014-08-12
O078563,13:26:27,2024-12-10
O078564,10:51:33,2018-05-19
O078566,10:35:58,2024-06-09
O078570,16:07:14,2022-01-08
O078573,14:53:38,2024-09-01
O078575,16:28:08,2021-06-05
O078576,17:34:41,2019-11-30
O078584,14:51:36,2020-05-20
O078586,14:06:35,2024-11-16
O078589,13:35:16,2024-04-29
O078592,15:25:02,2022-01-17
O078593,17:48:12,2018-11-06
O078595,08:20:54,2024-05-22
O078597,18:31:42,2024-08-13
O078600,13:52:50,2024-05-26
O078602,13:21:12,2022-04-03
O078604,06:46:33,2022-01-21
O078608,08:46:40,2023-11-08
O078609,07:03:26,2022-09-12
O078610,15:30:07,2008-02-23
O078611,17:00:44,2012-01-12
O078614,12:35:07,2023-05-19
O078623,15:58:11,2019-01-02
